id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<number of doc>	weight<degree centrality>	weight<closeness centrality>	weight<betweenness centrality>	weight<pagerank centrality>	score<number of doc>	score<degree centrality>	score<closeness centrality>	score<betweenness centrality>	score<pagerank centrality>
Univ Austral Chile	-1.3557	0.4687	7	1	46	165	2	0.00105263157894737	0	0.00129620977863272	165	2	0.00105263157894737	0	0.00129620977863272
Univ Barcelona	-0.5855	-0.5548	8	4	164	383	8	0.00152671755725191	3.59321387247084	0.00223650226983553	383	8	0.00152671755725191	3.59321387247084	0.00223650226983553
Univ Bergen	-0.4794	-0.1548	9	5	276	2900	10	0.0016	0.866666666666667	0.00233311025219569	2900	10	0.0016	0.866666666666667	0.00233311025219569
Univ Bern	-0.2817	0.146	12	15	696	735	30	0.00169491525423729	24.8249827658765	0.00541790633424049	735	30	0.00169491525423729	24.8249827658765	0.00541790633424049
Univ Birmingham	-0.583	-0.863	4	1	52	270	2	0.00149700598802395	0	0.000912704476332438	270	2	0.00149700598802395	0	0.000912704476332438
Univ Bonn	-0.6005	0.0346	7	1	22	223	2	0.00144092219020173	0	0.000898838136753002	223	2	0.00144092219020173	0	0.000898838136753002
Univ Bordeaux	-0.4811	0.4714	6	4	244	345	8	0.00136986301369863	0	0.00178911192164462	345	8	0.00136986301369863	0	0.00178911192164462
Univ Bremen	-0.1906	-0.1394	9	15	842	1693	30	0.00169204737732657	106.673802136827	0.00549655712685074	1693	30	0.00169204737732657	106.673802136827	0.00549655712685074
Univ Bristol	-0.0726	-0.363	2	22	784	1245	44	0.0017636684303351	97.4789821594774	0.00750980170396246	1245	44	0.0017636684303351	97.4789821594774	0.00750980170396246
Univ British Columbia	-0.2399	0.0748	16	4	130	1082	8	0.00163132137030995	0	0.00183647525558684	1082	8	0.00163132137030995	0	0.00183647525558684
Univ Buenos Aires	-0.8561	-0.6348	8	3	470	469	6	0.00144927536231884	0	0.00170400410663514	469	6	0.00144927536231884	0	0.00170400410663514
Univ Calif Berkeley	0.5314	-0.091	1	5	128	482	10	0.00134589502018843	260.188888888889	0.00259456028894785	482	10	0.00134589502018843	260.188888888889	0.00259456028894785
Univ Calif Davis	-0.0292	0.0342	5	2	50	403	4	0.00117096018735363	0.25	0.0012580431768334	403	4	0.00117096018735363	0.25	0.0012580431768334
Univ Calif Irvine	0.5012	-0.2729	1	8	304	746	16	0.00158478605388273	65.7229200620782	0.00336283611081568	746	16	0.00158478605388273	65.7229200620782	0.00336283611081568
Univ Calif Los Angeles	0.5115	-0.2818	1	2	74	475	4	0.00122699386503067	0	0.0012432008433789	475	4	0.00122699386503067	0	0.0012432008433789
Univ Calif San Diego	0.2875	-0.0596	3	56	2188	2104	112	0.00197628458498024	1314.50233616696	0.0185628695159176	2104	112	0.00197628458498024	1314.50233616696	0.0185628695159176
Univ Calif Santa Barbara	0.3936	-0.0885	13	33	1638	1224	66	0.00186567164179104	433.108865667267	0.010829070445036	1224	66	0.00186567164179104	433.108865667267	0.010829070445036
