id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<number of doc>	weight<degree centrality>	weight<closeness centrality>	weight<betweenness centrality>	weight<pagerank centrality>	score<number of doc>	score<degree centrality>	score<closeness centrality>	score<betweenness centrality>	score<pagerank centrality>
Univ Calif Santa Cruz	0.3954	-0.0824	13	24	1214	728	48	0.00175746924428823	162.119367067028	0.00787163591977615	728	48	0.00175746924428823	162.119367067028	0.00787163591977615
Univ Cambridge	-0.1699	-0.2909	2	16	770	1725	32	0.00173913043478261	52.7567459986777	0.0056121179493509	1725	32	0.00173913043478261	52.7567459986777	0.0056121179493509
Univ Canterbury	-0.0169	0.0175	5	8	220	338	16	0.00163132137030995	157.920147087513	0.00333727362483265	338	16	0.00163132137030995	157.920147087513	0.00333727362483265
Univ Cape Town	-0.1961	0.0073	9	6	224	532	12	0.00164473684210526	0.743091321171291	0.00247312277219218	532	12	0.00164473684210526	0.743091321171291	0.00247312277219218
Univ Chicago	0.5109	-0.2846	1	1	30	243	2	0.00122549019607843	0	0.000885899506605514	243	2	0.00122549019607843	0	0.000885899506605514
Univ Chile	-1.3321	0.4622	7	3	84	279	6	0.00156494522691706	43.6115067938597	0.00195383295230876	279	6	0.00156494522691706	43.6115067938597	0.00195383295230876
Univ Chinese Acad Sci	2.8621	0.2841	11	1	104	355	2	0.00111358574610245	0	0.00130391685460158	355	2	0.00111358574610245	0	0.00130391685460158
Univ Coll London	-0.2919	-0.4262	2	3	154	734	6	0.0015015015015015	0.25	0.00159498569782486	734	6	0.0015015015015015	0.25	0.00159498569782486
Univ Cologne	-0.6032	0.0291	7	1	36	296	2	0.00144092219020173	0	0.000898838136753002	296	2	0.00144092219020173	0	0.000898838136753002
Univ Colorado	0.4617	-0.08	1	44	1722	3377	88	0.00194174757281553	1331.77329273656	0.0150628461072938	3377	88	0.00194174757281553	1331.77329273656	0.0150628461072938
Univ Complutense	-0.093	-0.1089	14	4	206	191	8	0.00125944584382872	1.84753853232114	0.00216253785093295	191	8	0.00125944584382872	1.84753853232114	0.00216253785093295
Univ Concepcion	-1.351	0.4671	7	3	92	262	6	0.00144927536231884	264.904700854701	0.00255420245174419	262	6	0.00144927536231884	264.904700854701	0.00255420245174419
Univ Copenhagen	-0.2706	0.1488	12	18	854	3431	36	0.0017825311942959	43.4943131320043	0.00611973696183114	3431	36	0.0017825311942959	43.4943131320043	0.00611973696183114
Univ Ctr Svalbard UNIS	-0.5942	-0.8546	4	1	24	1683	2	0.00149700598802395	0	0.000912704476332438	1683	2	0.00149700598802395	0	0.000912704476332438
Univ Delaware	-0.0441	-0.0606	14	1	30	359	2	0.00112866817155756	0	0.000975446835519104	359	2	0.00112866817155756	0	0.000975446835519104
Univ East Anglia	0.0263	-0.2693	4	10	520	721	20	0.00167785234899329	10.1287464153568	0.00369240583542591	721	20	0.00167785234899329	10.1287464153568	0.00369240583542591
Univ Edinburgh	-0.1154	-0.391	2	10	366	916	20	0.00163132137030995	5.61139925773375	0.00362235126729055	916	20	0.00163132137030995	5.61139925773375	0.00362235126729055
Univ Exeter	-0.1193	-0.3524	2	12	434	417	24	0.0016260162601626	14.9627533489588	0.00434782545705336	417	24	0.0016260162601626	14.9627533489588	0.00434782545705336
Univ Florence	-0.2949	0.2112	12	10	370	309	20	0.00164744645799012	2.79102564102564	0.00371434137940687	309	20	0.00164744645799012	2.79102564102564	0.00371434137940687
Univ Florida	0.3371	-0.0639	3	1	22	353	2	0.00130548302872063	0	0.00085427692483866	353	2	0.00130548302872063	0	0.00085427692483866
Univ Genoa	-0.197	0.2148	5	6	200	445	12	0.00152439024390244	66.7142706636024	0.00274008693918709	445	12	0.00152439024390244	66.7142706636024	0.00274008693918709
Univ Georgia	0.3824	-0.0987	13	3	62	338	6	0.00131926121372032	0.166666666666667	0.00146729457615448	338	6	0.00131926121372032	0.166666666666667	0.00146729457615448
Univ Ghent	-0.3495	-0.668	2	4	344	371	8	0.00159489633173844	0	0.00199668403416649	371	8	0.00159489633173844	0	0.00199668403416649
Univ Gothenburg	0.1112	0.7944	7	2	50	1068	4	0.00144717800289436	0	0.00131007745017525	1068	4	0.00144717800289436	0	0.00131007745017525
Univ Gottingen	-0.6068	0.0333	7	1	26	151	2	0.00144092219020173	0	0.000898838136753002	151	2	0.00144092219020173	0	0.000898838136753002
Univ Grenoble Alpes	-0.3969	0.2819	12	20	1206	1039	40	0.00174216027874564	79.8292225227216	0.00699961816657207	1039	40	0.00174216027874564	79.8292225227216	0.00699961816657207
Univ Groningen	-0.0425	-0.1369	9	5	230	541	10	0.00160771704180064	0	0.00212490281803365	541	10	0.00160771704180064	0	0.00212490281803365
Univ Hamburg	-1.0894	0.4538	10	6	212	1053	12	0.00164744645799012	284.834739504453	0.00320174701604214	1053	12	0.00164744645799012	284.834739504453	0.00320174701604214
Univ Hawaii	0.4849	-0.0885	3	3	78	345	6	0.00133689839572193	0	0.00146064384290034	345	6	0.00133689839572193	0	0.00146064384290034
Univ Hawaii Manoa	0.1545	-0.1562	3	2	54	275	4	0.00136239782016349	0	0.00114602987124044	275	4	0.00136239782016349	0	0.00114602987124044
Univ Illinois	0.5392	-0.1257	1	3	86	558	6	0.00131233595800525	0.199889876205666	0.00149051414094669	558	6	0.00131233595800525	0.199889876205666	0.00149051414094669
Univ Innsbruck	-0.6337	-0.464	8	4	86	307	8	0.0016025641025641	1.05	0.00196146224676841	307	8	0.0016025641025641	1.05	0.00196146224676841
Univ Kansas	0.5395	-0.2747	1	6	138	549	12	0.00156739811912226	260.742042168358	0.00303959358942661	549	12	0.00156739811912226	260.742042168358	0.00303959358942661
Univ Kiel	-0.0847	-0.1076	14	6	248	1253	12	0.00161030595813205	104.45881390553	0.00289329247967294	1253	12	0.00161030595813205	104.45881390553	0.00289329247967294
Univ Laval	-0.4859	0.5015	6	2	54	1632	4	0.00136612021857924	0	0.00119186473288839	1632	4	0.00136612021857924	0	0.00119186473288839
Univ Leeds	-0.3182	-0.4385	2	8	330	850	16	0.00161030595813205	38.7194042069042	0.00361541134526073	850	16	0.00161030595813205	38.7194042069042	0.00361541134526073
Univ Leicester	-0.3144	-0.4603	2	3	132	407	6	0.0015015015015015	0	0.00167848806481329	407	6	0.0015015015015015	0	0.00167848806481329
Univ Libre Brussels	-0.3042	0.2508	6	16	546	490	32	0.00169491525423729	20.4467557034184	0.00551544667646614	490	32	0.00169491525423729	20.4467557034184	0.00551544667646614
Univ Liege	-0.369	0.3388	6	6	196	410	12	0.00154320987654321	0	0.00241129804205271	410	12	0.00154320987654321	0	0.00241129804205271
Univ Lisboa	-0.5845	-0.8738	4	1	26	219	2	0.00149700598802395	0	0.000912704476332438	219	2	0.00149700598802395	0	0.000912704476332438
Univ Liverpool	-0.3078	-0.3212	4	3	114	282	6	0.0016	0	0.0015307764755145	282	6	0.0016	0	0.0015307764755145
Univ London	-0.5906	-0.632	8	2	58	262	4	0.00149925037481259	0	0.00143398600153913	262	4	0.00149925037481259	0	0.00143398600153913
Univ London Imperial Coll Sci & Technol	-0.0065	-0.2514	2	6	238	238	12	0.00157232704402516	0	0.00237476295988318	238	12	0.00157232704402516	0	0.00237476295988318
Univ Maine	0.3766	-0.0756	1	17	530	907	34	0.00171526586620926	392.161526840802	0.00629347315571242	907	34	0.00171526586620926	392.161526840802	0.00629347315571242
Univ Manchester	-0.6236	-0.8593	4	1	28	226	2	0.00149700598802395	0	0.000912704476332438	226	2	0.00149700598802395	0	0.000912704476332438
Univ Maryland	0.5985	-0.1517	1	3	138	868	6	0.00136612021857924	0	0.00146636398092001	868	6	0.00136612021857924	0	0.00146636398092001
Univ Massachusetts	0.4186	-0.0682	1	5	146	657	10	0.00137174211248285	0.416666666666667	0.00202706676236056	657	10	0.00137174211248285	0.416666666666667	0.00202706676236056
Univ Melbourne	0	0.101	14	5	164	344	10	0.00136986301369863	2.1577380952381	0.00235187187976698	344	10	0.00136986301369863	2.1577380952381	0.00235187187976698
Univ Miami	0.7598	-0.0019	3	2	46	337	4	0.0013262599469496	0	0.00117617406372157	337	4	0.0013262599469496	0	0.00117617406372157
Univ Milan	-0.1877	0.1808	5	7	220	251	14	0.0015220700152207	92.2396856418545	0.0030635855947747	251	14	0.0015220700152207	92.2396856418545	0.0030635855947747
Univ Minnesota	-0.0376	-0.0288	14	2	42	527	4	0.00119189511323004	0	0.00130016278810297	527	4	0.00119189511323004	0	0.00130016278810297
Univ Montpellier	-0.6413	0.5695	6	1	46	149	2	0.00136425648021828	0	0.000889956865288189	149	2	0.00136425648021828	0	0.000889956865288189
Univ Munich	-0.604	0.0388	7	1	24	211	2	0.00144092219020173	0	0.000898838136753002	211	2	0.00144092219020173	0	0.000898838136753002
Univ N Carolina	2.4305	0.2257	11	2	42	283	4	0.00127551020408163	34.9615064082863	0.00175950272925322	283	4	0.00127551020408163	34.9615064082863	0.00175950272925322
Univ Naples Federico II	-0.2037	0.2207	5	2	62	135	4	0.00118203309692671	0	0.00130377774015449	135	4	0.00118203309692671	0	0.00130377774015449
Univ Nebraska	0.0415	-0.0284	5	8	234	354	16	0.00148148148148148	8.50072103442981	0.00299752143229417	354	16	0.00148148148148148	8.50072103442981	0.00299752143229417
Univ Nevada	0.563	-0.1215	1	3	152	321	6	0.00131926121372032	0	0.00149216445549764	321	6	0.00131926121372032	0	0.00149216445549764
Univ New Hampshire	0.5284	-0.082	1	1	20	735	2	0.00129032258064516	0	0.000863505883772056	735	2	0.00129032258064516	0	0.000863505883772056
Univ New South Wales	0.0916	-0.0059	5	18	580	467	36	0.00177304964539007	77.2039418280145	0.00606746137097778	467	36	0.00177304964539007	77.2039418280145	0.00606746137097778
Univ Oslo	-0.3497	-0.0692	9	2	62	2791	4	0.00149925037481259	0	0.00123188481849888	2791	4	0.00149925037481259	0	0.00123188481849888
Univ Otago	0.0682	0.0184	5	18	634	733	36	0.00170068027210884	92.6747020260238	0.00620608397033609	733	36	0.00170068027210884	92.6747020260238	0.00620608397033609
Univ Ottawa	0.6714	-0.1836	1	2	52	693	4	0.00126422250316056	0	0.00154214087474065	693	4	0.00126422250316056	0	0.00154214087474065
Univ Oxford	-0.1303	-0.3704	4	3	156	687	6	0.00152671755725191	0	0.00148916253026462	687	6	0.00152671755725191	0	0.00148916253026462
Univ Paris	-0.6378	0.5665	6	1	46	281	2	0.00136425648021828	0	0.000889956865288189	281	2	0.00136425648021828	0	0.000889956865288189
Univ Pierre & Marie Curie	-0.4118	0.4339	6	19	1468	1108	38	0.00170068027210884	111.445321973894	0.00674852880519827	1108	38	0.00170068027210884	111.445321973894	0.00674852880519827
Univ Pisa	-0.2104	0.2196	5	4	204	298	8	0.001194743130227	260	0.00256819310669919	298	8	0.001194743130227	260	0.00256819310669919
Univ Plymouth	-0.2361	-0.601	4	2	58	309	4	0.00149925037481259	0	0.00135117995356966	309	4	0.00149925037481259	0	0.00135117995356966
Univ Pretoria	-0.2218	0.0131	9	7	250	365	14	0.00166389351081531	2.19379509379509	0.00282345243846264	365	14	0.00166389351081531	2.19379509379509	0.00282345243846264
Univ Quebec	-0.8554	-0.6285	8	1	26	1418	2	0.00115207373271889	0	0.000997707230567449	1418	2	0.00115207373271889	0	0.000997707230567449
Univ Queensland	0.1518	0.312	16	2	82	218	4	0.00136054421768707	0	0.00116997081044684	218	4	0.00136054421768707	0	0.00116997081044684
Univ Reading	-0.6349	-0.8508	4	1	36	365	2	0.00149700598802395	0	0.000912704476332438	365	2	0.00149700598802395	0	0.000912704476332438
Univ Rhode Island	0.5053	-0.0778	3	3	64	479	6	0.00135135135135135	0	0.00147035941867339	479	6	0.00135135135135135	0	0.00147035941867339
Univ S Florida	0.2822	0.0051	1	10	284	433	20	0.00167224080267559	46.5152353245318	0.00363402170289666	433	20	0.00167224080267559	46.5152353245318	0.00363402170289666
Univ Sao Paulo	-0.6422	0.5645	6	1	24	373	2	0.00136425648021828	0	0.000889956865288189	373	2	0.00136425648021828	0	0.000889956865288189
Univ Sci & Technol China	2.4866	0.2332	11	2	66	231	4	0.00112612612612613	9.5	0.0020517055145342	231	4	0.00112612612612613	9.5	0.0020517055145342
Univ Sheffield	-0.2415	-0.5271	2	2	92	654	4	0.00149925037481259	0	0.00124606962412647	654	4	0.00149925037481259	0	0.00124606962412647
Univ Siena	-0.1806	0.1886	5	13	422	447	26	0.00169779286926995	258.006902946536	0.00504807475213102	447	26	0.00169779286926995	258.006902946536	0.00504807475213102
Univ Southampton	-0.0398	-0.2485	4	33	1732	1050	66	0.00183150183150183	262.725525175086	0.0110532571159129	1050	66	0.00183150183150183	262.725525175086	0.0110532571159129
Univ Southern California	0.6121	-0.1013	3	1	30	191	2	0.00123304562268804	0	0.000899955399662873	191	2	0.00123304562268804	0	0.000899955399662873
Univ St Andrews	0.2219	-0.1413	13	8	266	451	16	0.00165289256198347	1.55915807243711	0.00299047192305979	451	16	0.00165289256198347	1.55915807243711	0.00299047192305979
Univ Stockholm	-0.4016	0.1006	12	1	74	264	2	0.00115340253748558	0	0.000925373412488264	264	2	0.00115340253748558	0	0.000925373412488264
Univ Sydney	0.039	0.345	16	1	34	203	2	0.00134048257372654	0	0.00086834424662166	203	2	0.00134048257372654	0	0.00086834424662166
Univ Tasmania	0.0071	0.2129	16	65	4266	1931	130	0.00205761316872428	2635.4668653468	0.0226219242026162	1931	130	0.00205761316872428	2635.4668653468	0.0226219242026162
Univ Texas	0.3488	-0.1081	2	21	1184	1352	42	0.00177619893428064	95.3345078368652	0.00684973783242018	1352	42	0.00177619893428064	95.3345078368652	0.00684973783242018
Univ Texas Austin	0.3419	-0.1075	2	20	1068	967	40	0.00177304964539007	65.3606821444504	0.00651766751094718	967	40	0.00177304964539007	65.3606821444504	0.00651766751094718
Univ Tokyo	-0.0145	0.5155	15	6	294	689	12	0.00137362637362637	16.0964232272681	0.00256317860631131	689	12	0.00137362637362637	16.0964232272681	0.00256317860631131
Univ Toulouse	-0.4832	0.5531	6	3	124	280	6	0.00136798905608755	0.25	0.00160487730703557	280	6	0.00136798905608755	0.25	0.00160487730703557
Univ Tromso	-0.3326	-0.0985	9	4	90	4255	8	0.0016	0	0.00185545444234012	4255	8	0.0016	0	0.00185545444234012
Univ Utrecht	-0.2011	-0.1891	9	37	1240	1643	74	0.00186915887850467	701.885287151097	0.0129391425050393	1643	74	0.00186915887850467	701.885287151097	0.0129391425050393
Univ Waikato	-0.0436	-0.0593	14	11	312	373	22	0.00159744408945687	466.925831545926	0.00521435913766932	373	22	0.00159744408945687	466.925831545926	0.00521435913766932
Univ Wales	-0.416	-0.4513	2	3	112	290	6	0.00144717800289436	6.66327561327561	0.0018807311722627	290	6	0.00144717800289436	6.66327561327561	0.0018807311722627
Univ Washington	0.3967	-0.1022	1	38	1572	3949	76	0.00186915887850467	448.598752580869	0.0123089810884779	3949	76	0.00186915887850467	448.598752580869	0.0123089810884779
Univ Western Australia	0.298	0.0119	2	4	108	252	8	0.00137174211248285	0	0.00172422297287757	252	8	0.00137174211248285	0	0.00172422297287757
Univ Wisconsin	0.4647	-0.0973	1	15	702	984	30	0.00171526586620926	10.4686892678429	0.00500042328752642	984	30	0.00171526586620926	10.4686892678429	0.00500042328752642
Univ Wisconsin Madison	0.4704	-0.0983	1	9	528	825	18	0.00160513643659711	0.348550724637681	0.0032083114868196	825	18	0.00160513643659711	0.348550724637681	0.0032083114868196
Vernadsky Inst Geochem & Analyt Chem - RAS	-1.5212	0.7931	10	2	90	295	4	0.00114155251141553	0	0.00189486410274139	295	4	0.00114155251141553	0	0.00189486410274139
Victoria Univ Wellington	0.1758	-0.0262	5	32	1202	635	64	0.00181818181818182	360.406978230988	0.0104712993401522	635	64	0.00181818181818182	360.406978230988	0.0104712993401522
Vrije Univ Amsterdam	-0.507	0.5116	6	2	48	423	4	0.00136612021857924	0	0.00119423785433676	423	4	0.00136612021857924	0	0.00119423785433676
Woods Hole Oceanog Inst	0.5507	-0.0954	3	36	1340	2442	72	0.00181488203266788	1601.58404800711	0.0138678910174959	2442	72	0.00181488203266788	1601.58404800711	0.0138678910174959
Zoo Inst - RAS	-1.5054	0.7843	10	1	52	494	2	0.00114025085518814	0	0.00108954685907656	494	2	0.00114025085518814	0	0.00108954685907656
