id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<total WOS DB cate prop>	score<total WOS DB cate avg.year>	weight<total polar cate prop>	score<total polar avg.year>	weight<USA cate prop>	score<USA cate avg.year>	weight<UK cate prop>	score<UK cate avg.year>	weight<Germany cate prop>	score<Germany cate avg.year>	weight<Canada cate prop>	score<Canada cate avg.year>	weight<Norway cate prop>	score<Norway cate avg.year>	weight<Russia cate prop>	score<Russia cate avg.year>	weight<France cate prop>	score<France cate avg.year>	weight<Peoples R China cate prop>	score<Peoples R China cate avg.year>	weight<Australia cate prop>	score<Australia cate avg.year>	weight<Japan cate prop>	score<Japan cate avg.year>	weight<Denmark cate prop>	score<Denmark cate avg.year>	weight<Sweden cate prop>	score<Sweden cate avg.year>	weight<Italy cate prop>	score<Italy cate avg.year>	weight<Netherlands cate prop>	score<Netherlands cate avg.year>	weight<Spain cate prop>	score<Spain cate avg.year>	weight<Finland cate prop>	score<Finland cate avg.year>	weight<Switzerland cate prop>	score<Switzerland cate avg.year>	weight<New Zealand cate prop>	score<New Zealand cate avg.year>	weight<South Korea cate prop>	score<South Korea cate avg.year>	weight<Poland cate prop>	score<Poland cate avg.year>	weight<AWI cate prop>	score<AWI cate avg.year>	weight<BAS cate prop>	score<BAS cate avg.year>	weight<NOAA cate prop>	score<NOAA cate avg.year>	weight<NIPR cate prop>	score<NIPR cate avg.year>	weight<AAD cate prop>	score<AAD cate avg.year>	weight<NPI cate prop>	score<NPI cate avg.year>	weight<KOPRI cate prop>	score<KOPRI cate avg.year>	weight<AARI cate prop>	score<AARI cate avg.year>	weight<PRIC cate prop>	score<PRIC cate avg.year>
Education, Scientific Disciplines	0.0545	0.1206	2	253	44.877	0.115798852558027	2007.9301306627	0.00859783075969069	2007.3125	0.00995824525236293	2009.16666666667	0.0100685922849412	2000.33333333333	0.00211202162710146	2015	0.0106673493770268	2014.2	0.0253871541000254	2007.375	0.00348456338420796	2008	0.00166777851901268	2004	0	1990	0	1990	0	1990	0.0122354092744402	2012.5	0.00650872168706066	2015	0	1990	0	1990	0	1990	0.0105263157894737	2015	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Education, Special	0.7511	0.1457	7	253	24.2723	0.0476144387599624	2007.17765185406	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Electrochemistry	-1.0772	-0.1309	3	253	39.1764	0.398705698790094	2009.44376003935	0.00767527591047609	2011.9696969697	0.00506647565471097	2010.42857142857	0.00220250456233088	2012.5	0.0030976317197488	2010.66666666667	0.00142231325027024	2016	0	1990	0.00929216902455457	2018.5	0	1990	0.016213595175319	2015.75	0.00308641975308642	2007	0	1990	0	1990	0.0130174433741213	2017	0.00813272608978529	2015	0	1990	0	1990	0.00526315789473684	1990	0.0055297500552975	2003	0.0232991612301957	2017	0.016415307274033	2011.5	0	1990	0.00702628469228068	2010.66666666667	0	1990	0	1990	0	1990	0	1990	0	1990	0.0285204991087344	2011.5	0	1990	0	1990
Emergency Medicine	0.3841	0.708	2	253	36.4396	0.150477111422364	2008.98532524563	0.0101290815918922	2012.26086956522	0.00873530285294994	2015.33333333333	0.00471965263356618	2000.5	0.00844808650840583	2015	0.0106673493770268	2012.66666666667	0.0269738512312769	2015	0	1990	0	1990	0	1990	0.00231481481481482	2003	0.00567408079891058	2015	0.00611770463722012	2007	0.0260348867482427	2014	0.0325309043591412	2015	0.00950570342205323	2018	0	1990	0.0210526315789474	2014	0	1990	0	1990	0	1990	0	1990	0.00958129730765547	2017	0.00376449329920193	1999	0	1990	0	1990	0.01127649977447	2003	0	1990	0	1990	0	1990	0	1990
Endocrinology & Metabolism	0.0313	0.6385	2	253	43.4542	0.924703824704111	2006.7082271473	0.17286014829356	2007.78486055777	0.135397194220724	2006.72463768116	0.0975394877603677	2010.97727272727	0.050688519050435	2008.18181818182	0.151120782841213	2007.70769230769	0.692857747313192	2008.65034965035	0.0174228169210398	2008.75	0.111185234600845	2009	0.0287904961057066	2008.75	0.14429012345679	2008.6	0.114427296111363	2006.15789473684	0.515926424405564	2008.63333333333	0.176820272498481	2009	0.157232704402516	2007.77272727273	0.101394169835234	2008	0.121767167455581	2013.27272727273	0.0771929824561404	2006	0	1990	0.190276483379932	2003.8125	0.212886016210116	2011.15	0.131104555883317	2014.375	0.0582862252882374	2009	0.124228278873664	2007.38461538462	0.03866228494104	2011.6	0.0215703192407248	2014	0.12404149751917	2008.75	0.389137274383176	2008.11111111111	0.236185383244207	2011.75	0	1990	0	1990
Energy & Fuels	-0.8229	-0.2969	3	253	45.0537	0.57415140016066	2011.03120250541	0.214945768992267	2008.69036144578	0.138221608809845	2004.84782608696	0.0953369831980368	2009.34482758621	0.0718087353214496	2009.27586206897	0.223800989930022	2005.66666666667	0.162372006431412	2010.88235294118	0.0976839268706299	2009.37142857143	0.0614298421169669	2011.11764705882	0.652332030184563	2015.97435897436	0.0401234567901235	2012.44444444444	0.135232259040702	2010.88461538462	0.171703576817978	2007.6	0.117156990367092	2014	0.0935263500325309	2016.71428571429	0.0633713561470215	2008.42857142857	0.0857515263771695	2016.11111111111	0.119298245614035	2009.57142857143	0.0276487502764875	2004	0.0310655483069276	1999.66666666667	0.235970042064225	2013	0.0546268982847154	2007.5	0.0479064865382774	2008.66666666667	0.00752898659840386	2010	0.01127649977447	2002.5	0.0359505320678746	2012.5	0.02255299954894	2010	0	1990	0.204991087344029	2013.09090909091	0	1990	0.0981836033382425	2013.5
Engineering, Aerospace	-0.7806	-0.476	3	253	19.3848	0.255959085987234	2005.32143710286	0.164871013516856	2006.13929040736	0.154993390287508	2005.47234042553	0.136492354162734	2005.71134020619	0.128622117090479	2006.10416666667	0.0664220287876202	2007.1914893617	0.0774308200050773	2003.51612903226	0.349734011661673	2007.31012658228	0.194435179008228	2006.93548387097	0.124556777888899	2012.83333333333	0.113734567901235	2004.7	0.296376153729762	2003.14457831325	0.0856478649210817	2007.63157894737	0.142541004946629	2005	0.259162871394491	2009.02083333333	0.287072243346008	2007.33333333333	0.112162996501338	2011.5	0.197894736842105	2007.75862068966	0.127184251271842	2007.35714285714	0.0221342031686859	2001.5	0.136965220067713	2009.58823529412	0.0983284169124877	2012.83333333333	0.0138928810961004	2005	0.16287707674547	2002.77419354839	0.022230813841098	2002.6	0.476704055220017	2002.11428571429	0.381145692377086	2003.78571428571	0	1990	0.0508021390374332	2012.25	0.983284169124877	2006.44736842105	0.196367206676485	2010.2
Engineering, Biomedical	-0.2008	0.314	2	253	57.2492	0.339729194969303	2009.10065580984	0.00705706905275497	2008.03846153846	0.00931765637647994	2005.77777777778	0.00283179158013971	2006.5	0.00492805046323673	2007	0	1990	0	1990	0	1990	0.00416944629753169	2014	0.0215171076158439	2016	0	1990	0.00567408079891058	2009	0.00407846975814675	2006	0	1990	0.00813272608978529	2006	0	1990	0.030870549495781	2003	0	1990	0	1990	0	1990	0.00615574022776239	2015	0	1990	0.00798441442304622	2007.5	0.00752898659840386	2018	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Engineering, Chemical	-0.9661	-0.149	3	253	38.0448	1.08410856598953	2008.38020018404	0.132648169917485	2009.10995850622	0.0812965518847875	2005.14814814815	0.0676483544144486	2004.76315789474	0.0524485370730195	2007.89655172414	0.110371508220971	2010.19230769231	0.0602944909875602	2015	0.100006969126769	2009.1724137931	0.0478096508783634	2010.35714285714	0.402309300845532	2015.54761904762	0.0933641975308642	2011.58823529412	0.165494023301559	2011.48	0.0626045107875526	2011.54545454545	0.0347131823309902	2006.71428571429	0.0813272608978529	2002.66666666667	0.0348542458808618	2004.33333333333	0.0565960074089319	2014.42857142857	0.043859649122807	2003.42857142857	0.033178500331785	2009.4	0.0232991612301957	2009	0.415512465373961	2013.45161290323	0.035507483885065	2012.66666666667	0.0279454504806618	2006.57142857143	0.00376449329920193	1997	0.01449835685289	2010.66666666667	0.0323554788610871	2013.33333333333	0.285671327619907	2009.44444444444	0	1990	0.36541889483066	2014.13333333333	0	1990	0.0736377025036819	2011
Engineering, Civil	-0.6805	-0.4184	6	253	31.4165	0.387415129281954	2009.91311089267	0.365854818399361	2009.83779069767	0.243627596568773	2007.73214285714	0.101441067270782	2008.95774647887	0.0976457998929907	2010.66666666667	0.544319280878419	2008.70125786164	0.376047220106626	2011.16564417178	0.165516760749878	2009.21428571429	0.100066711140761	2011.2	1.66030245173804	2013.22504892368	0.169753086419753	2010.03921568627	0.231691632622182	2007.96610169492	0.149883763611893	2010.93939393939	0.212618241777315	2010.36170212766	0.0935263500325309	2012.35294117647	0.118821292775665	2013	0.179735199286547	2013.33333333333	0.485964912280702	2012.44615384615	0.18432500184325	2012.32	0.275706741223983	2005.94285714286	0.443726274751206	2012.67741935484	0.144761280454496	2013.30769230769	0.0766503784612437	2010	0.0564673994880289	2006.77777777778	0.05154971325472	2013	0.0575208513085994	2009.75	0.345812659750413	2007.21739130435	0.215267428382182	2007.63636363636	0.089126559714795	2014.66666666667	0.557194362504097	2011.41176470588	0.282277859597447	2016.5
Engineering, Electrical & Electronic	-0.7193	-0.6035	5	253	35.3827	1.87972424089872	2008.30112059899	0.212425387187711	2009.86294416244	0.253906136259078	2007.80202020202	0.125857403561765	2012.02150537634	0.132705358902875	2011.17272727273	0.180633782784321	2010.86713286713	0.136984852331387	2011.68493150685	0.142286338188492	2011.55737704918	0.186235267956415	2010.18918918919	0.424280995241992	2015.5	0.0702160493827161	2011.70833333333	0.216560750491754	2006.77777777778	0.115216770667646	2011.78571428571	0.10088518614944	2010.08	0.371394491433528	2013.08450704225	0.183776932826362	2011.67647058824	0.281265006517116	2013.58333333333	0.292982456140351	2008.61363636364	0.180638501806385	2013.58333333333	0.0174743709226468	2008.5	0.269313634964604	2013.41666666667	0.0382388287993008	2014.5	0.0838363514419854	2010.2	0.0489384128896251	2014.63636363636	0.23680649526387	2010.65217391304	0.201322979580098	2010.5	0.1127649977447	2010.11111111111	0.136612021857923	2014.375	0.115864527629234	2016.2	0.540806293018683	2010.9375	0.39273441335297	2014.25
Engineering, Environmental	-0.6777	-0.093	6	253	45.4239	0.302603954076941	2009.71952583031	0.565246231112097	2009.25438596491	0.484534770249059	2007.67071320182	0.314014221886603	2008.54945054945	0.304623919348934	2010.48148148148	1.11964499061274	2009.16946308725	0.798637556063296	2010.26779661017	0.30896462006644	2008.12745098039	0.287691794529687	2010.11688311688	1.47816468163773	2012.66517857143	0.314814814814815	2009.5119047619	0.35935845059767	2008.71621621622	0.932949957176068	2010.81212121212	1.38201857155255	2007.94170403587	0.364617219692041	2008.5306122449	0.427756653992395	2012.22916666667	0.438704808945599	2012.68085106383	0.873684210526317	2009.9	0.917938509179385	2009.32222222222	0.415501708605157	2006.56818181818	0.797681337847543	2014.65517241379	0.278597181252049	2011	0.23314490115295	2011.77192982456	0.163128042965417	2007.8	0.19653328178362	2005.28571428571	0.251653724475122	2010.30769230769	0.736731318598707	2009.19047619048	1.25020698791191	2009.83333333333	0.958110516934046	2015.40540540541	0.409701737135365	2009.5	0.883652430044183	2012.64285714286
Engineering, Geological	-0.7657	-0.342	6	253	20.5601	0.0868167587186654	2010.45435425934	0.100197065324493	2009.261829653	0.0425118072176897	2011.01923076923	0.0755144421370589	2005.2972972973	0.0218242234800484	2011.7	0.213702565853104	2003.0099009901	0.0486587120250486	2011.53333333333	0.25669616930332	2014.4	0.0166777851901268	2008.25	0.332605994484347	2015.04285714286	0.0401234567901235	2013.625	0.0472840066575882	2011.44444444444	0.0122354092744402	2005.5	0.0433914779137378	2010.57142857143	0.0908154413359358	2011.72727272727	0.00950570342205323	2007	0.0565960074089319	2009.8	0.0491228070175439	2011	0.143773501437735	2010	0.0465983224603914	2009	0.0256489176156766	2014	0.0655522779416585	2013.33333333333	0.00958129730765547	2010.33333333333	0.0301159463936154	2007	0	1990	0	1990	0.09021199819576	2013.25	0	1990	0.0311942959001783	2015.5	0	1990	0.0736377025036819	2018
Engineering, Industrial	-0.1588	-0.4508	5	253	42.0438	0.129888198190079	2007.213507336	0.00786549340515952	2014.3	0.00559059382588796	2013.85714285714	0.005348939651375	2012.5	0	1990	0.0129430505774592	2016.14285714286	0.019040365575019	2013	0	1990	0.0166777851901268	2013.5	0.0181834712246568	2017.25	0	1990	0	1990	0	1990	0.00650872168706066	2017	0.0379527217523314	2015.4	0	1990	0	1990	0.0596491228070176	2017.66666666667	0	1990	0	1990	0	1990	0.060089588113187	2017.5	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Engineering, Manufacturing	-0.704	-0.4906	3	253	40.1672	0.160516057225339	2008.74459593165	0.00180706619949251	2015.5	0.00101911866617749	2015	0	1990	0	1990	0	1990	0	1990	0.00696912676841593	2016	0	1990	0	1990	0	1990	0	1990	0.00611770463722012	2015	0	1990	0.0054218173931902	2015	0	1990	0	1990	0.0421052631578948	2015.75	0	1990	0	1990	0.0179542423309736	2017	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0133689839572193	2016	0	1990	0	1990
Engineering, Marine	-0.7	-0.4475	6	253	33.1253	0.0398612865517217	2007.85369415808	0.0653872637974264	2011.88888888889	0.0117926588514824	2010.5	0.0132150273739853	2014.71428571429	0.011616118949058	2012.4	0.0494253854468909	2013.1	0.112655496318863	2014.73333333333	0.0331033521499757	2014.14285714286	0.0187625083388926	2013.66666666667	0.118192562960269	2016.65625	0.0401234567901235	2013.5	0.0226963231956423	2009	0.00305885231861006	2016	0.0325436084353033	2013.28571428571	0.0135545434829755	2011.66666666667	0.0427756653992395	2018	0.030870549495781	2015.4	0.147368421052632	2018.08333333333	0	1990	0.0232991612301957	2001.5	0.384733764235149	2014.78947368421	0.188462799082268	2014.28571428571	0	1990	0.0112934798976058	2015.5	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0368188512518409	2019
Engineering, Mechanical	-0.8954	-0.4623	3	253	33.761	0.622889075085841	2008.61054803616	0.104486469829604	2010.36298076923	0.074745074745075	2007.26829268293	0.0453086652822353	2013.79166666667	0.0475204866097828	2008.11111111111	0.0933037492177278	2010.60416666667	0.0952018278750951	2014.30303030303	0.0714335493762633	2011.41379310345	0.0339114965532577	2005.72727272727	0.309876655453526	2014.45192307692	0.0100308641975309	2011.33333333333	0.159819942502648	2007.34375	0.035074839920062	2014.16666666667	0.0802742341404148	2008.15384615385	0.0393081761006289	2003.44444444444	0.0348542458808618	2011.75	0.0377306716059546	2015.5	0.168421052631579	2006.66666666667	0.04423800044238	2008.2	0.0621310966138552	2005.625	0.223145583256387	2012.36842105263	0.0409701737135366	2013.33333333333	0.0215579189422248	2004.2	0.0112934798976058	2005.5	0.00966557123526	2010.5	0.0323554788610871	2013.33333333333	0	1990	0	1990	0.0401069518716578	2011.66666666667	0.442477876106195	2011.53846153846	0.0981836033382425	2015.5
Engineering, Multidisciplinary	-0.6612	-0.4652	5	253	61.4175	0.343076172471636	2008.85138992306	0.0498369836070567	2010.37572254335	0.0350576821165058	2008.91891891892	0.0201371845698824	2013	0.00774407929937201	2013.6	0.0300108095807021	2006.92307692308	0.0253871541000254	2011.5	0.0867656282667783	2007.72	0.0248776962419391	2015.125	0.219716943964603	2014.15094339623	0.00462962962962963	2011	0.0312074443940082	2009.83333333333	0.00856478649210817	2016.5	0.00976308253059099	2004	0.027109086965951	2016.5	0.0475285171102661	2005.66666666667	0.0222953968580641	2016	0.0385964912280702	2017	0	1990	0.0465983224603914	2007	0.102595670462706	2014	0.0491642084562439	2017	0.0103797387499601	2011	0	1990	0.00966557123526	2011	0.0215703192407248	2007	0	1990	0.0248385494287134	2008	0.0802139037433155	2018.4	0.0983284169124877	2004.5	0.625920471281296	2013.44444444444
Engineering, Ocean	-0.6815	-0.3392	6	253	35.2205	0.0376194068623639	2008.51409131603	0.187174014768488	2009.47128129602	0.224642871701696	2008.07307692308	0.120823107419294	2008.08771929825	0.12988933006674	2009.16071428571	0.204457529726347	2008.84158415842	0.170834391131421	2013.53333333333	0.131832648035868	2009.46511627907	0.133422281521014	2011.16129032258	0.259114464951359	2013.81012658228	0.0679012345679013	2013.33333333333	0.173059464366773	2009.08823529412	0.0275296708674905	2009.5	0.039052330122364	2012.625	0.222294513120798	2007	0.0712927756653992	2008.375	0.128627289565754	2011.35714285714	0.110526315789474	2012.91666666667	0.055297500552975	2012.25	0.108729419074247	2006.41666666667	0.207756232686981	2011.7	0.0245821042281219	2017.5	0.182044648845454	2008.2	0.0639963860864328	2000.25	0.4188414201946	2009.16666666667	0.215703192407248	2012.8	0	1990	0	1990	0.0401069518716578	2017	0.589970501474926	2011	0.282277859597447	2014.4
Engineering, Petroleum	-0.8872	-0.2471	6	253	32.1144	0.0815921908505864	2005.51182199951	0.101471522538872	2003.77534246575	0.121420709656004	2001.32575757576	0.0283179158013971	2005.66666666667	0.0105601081355073	2008	0.0967173010183763	2000.87096774194	0.0888550393500887	2003.13043478261	0.0283411155248914	2008.27272727273	0.0125083388925951	2006	0.0560657029426918	2013.33333333333	0.00462962962962963	1994	0.0264790437282494	2008.8	0.0530201068559077	2001.33333333333	0.00650872168706066	2011	0	1990	0.0792141951837769	2009.5	0	1990	0	1990	0	1990	0.0077663870767319	2002	0.0102595670462706	1998	0.0273134491423577	2003.5	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Entomology	-0.4015	0.3072	4	253	20.0035	0.404672571626485	2006.3691265947	0.267065362535525	2007.06701940035	0.142385436503084	2008.19047619048	0.268076269586559	2004.15053763441	0.124609275998986	2007.90909090909	0.246771348921887	2005.72727272727	0.268680714225268	2008.55102040816	0.338002648268172	2011.18367346939	0.0958972648432289	2010.11764705882	0.090917356123284	2011.75	0.183641975308642	2012.13793103448	0.117264336510819	2010.15384615385	0.106040213711815	2010.9375	0.260348867482427	2009.20833333333	0.0569290826284971	2015	0.0570342205323194	2011.8	0.123482197983124	2014	1.02105263157895	2005.98	0.084789500847895	2013.8	0.34560422491457	2009.6	0.0461680517082179	2016	0.912269201354747	2012.27586206897	0.0606815496151513	1998.42857142857	0.730311700045174	2003.18181818182	0	1990	0	1990	0.20297699594046	2010.8	0	1990	0.0267379679144385	2015	0	1990	0	1990
Environmental Sciences	-0.4542	-0.0285	6	253	48.3855	1.36005275453602	2009.84847557892	5.86478171999014	2009.02505649008	5.58542751820076	2009.27837514934	4.65892643634763	2009.88270904275	5.26836754808369	2010.51736385162	9.48007339136363	2009.01172248804	6.87642802741815	2010.34032511799	3.70931772248937	2008.950668037	5.37719590838337	2011.07515337423	7.62569324484047	2014.52404181185	5.33904320987655	2010.15052041633	4.03238008775912	2010.31320224719	7.99278110852809	2010.66549295775	8.20315889959213	2009.9687756779	8.43282368249835	2008.39624505929	5.5117237008872	2010.97208538588	6.79975303560404	2012.5625	10.9691228070175	2009.86150490731	7.34129617341296	2011.03736920777	4.93748058403232	2009.72233400402	6.13778598543142	2013.55614973262	5.84507811646455	2012.20063694268	4.20618951806074	2011.04072883173	4.48100185715002	2007.85319767442	5.65758102970553	2010.47096774194	3.43687086568881	2012.52795031056	7.97624417380845	2009.28337874659	11.9597615499255	2010.14397905759	7.33065953654189	2014.42448979592	2.85152409046214	2009.96551724138	5.52282768777614	2013.6935483871
Environmental Studies	0.2807	-0.3142	1	253	54.1579	0.178082496590389	2011.22742947054	0.288493363311611	2012.68852459016	0.326700326700328	2012.17523364486	0.326914605751684	2013.51231527094	0.190433950043648	2015.68181818182	0.397465437788018	2012.84236453202	0.477278497080477	2013	0.149836225520942	2012.68292682927	0.209862130309095	2014.29508196721	0.192441737127618	2015.92857142857	0.412808641975309	2014.17475728155	0.0974050537146316	2016	0.605652759084792	2013.07446808511	0.396381150741994	2014.83582089552	0.121990891346779	2016.52631578947	0.480038022813688	2015.55555555556	0.274404884406943	2015.5	0.703508771929825	2014.82352941177	0.30229300302293	2015.09375	0.291239515377446	2011.83870967742	0.146198830409357	2017.84615384615	0.114716486397902	2017.5	0.146913225384051	2014.97297297297	0.11042513677659	2015.21052631579	0.25291578065597	2014.66666666667	0.0790911705493241	2016.75	0.319500826943317	2012.64705882353	0.140751780096042	2016.375	0.089126559714795	2018	0	1990	0	1990
Ergonomics	0.2644	-0.1216	7	253	50.8937	0.0314528831455218	2007.81080417003	0.000922554849214598	2010.5	0.00180529592294299	2010	0.00314643508904412	2011.33333333333	0	1990	0.000853387950162144	2014	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.00475285171102661	2011	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Ethics	0.6698	-0.0624	1	253	50.2782	0.0575960539532371	2008.27333596769	0.00558288346895845	2012.30434782609	0.00719206601559545	2012.2	0.00188786105342647	2017	0	1990	0.0106673493770268	2013.8	0.00846238470000845	2014.5	0	1990	0.00833889259506338	2017.5	0	1990	0	1990	0	1990	0.00611770463722012	2013	0	1990	0	1990	0	1990	0	1990	0.0105263157894737	2018	0	1990	0.0232991612301957	1998.5	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Ethnic Studies	0.9868	-0.2449	1	253	43.4426	0.0204854498008944	2010.11254541238	0.00271059929923877	2013.44444444444	0.00174706057058999	2013	0	1990	0	1990	0.00640040962621608	2014	0.0111068799187611	2012	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0210526315789474	2019	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Evolutionary Biology	-0.3225	0.2508	4	253	52.1411	0.167414204149386	2008.05143766392	0.614830497190496	2009.68327974277	0.675966852437441	2010.37885462555	0.816499905606952	2010.19729206963	0.626566416040099	2010.75218658892	0.789028275587417	2008.87727272727	0.8028687484133	2010.52188552189	0.430924338513719	2011.70921985816	0.791499888814765	2011.80888888889	0.352304754977726	2014.03125	1.02469135802469	2011.05597014925	0.565516719624754	2010.97345132743	0.79122313308047	2011.12925170068	1.11841534322659	2010.17346938776	0.623509000216873	2009.90217391304	0.662230671736375	2010.37037037037	0.802634286890307	2012.16666666667	0.912280701754387	2009.80412371134	0.87738700877387	2013.37634408602	1.22903075489282	2010.76744186047	0.466810300605315	2016.05882352941	0.393313667649951	2012.46153846154	0.44393344192137	2012.06542056075	1.1117803543643	2009.88888888889	0.3866228494104	2011.6862745098	0.395455852746621	2011.88	1.02992031273493	2011.65573770492	1.183970856102	2012.32692307692	0.53475935828877	2017.09090909091	0.0327761389708292	2011	0.122729504172803	2010.5
Family Studies	0.8246	0.0868	7	253	40.1888	0.0750357570650879	2008.38668410512	0.00499320923543984	2013.53333333333	0.00436765142647497	2017	0.00188786105342647	1996	0	1990	0.0035557831256756	2015	0.00793348565625792	2011.66666666667	0.00696912676841593	2016	0	1990	0	1990	0.00925925925925926	2012	0	1990	0.00611770463722012	2017	0.00650872168706066	2012	0	1990	0	1990	0	1990	0.0421052631578948	2015	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Film, Radio, Television	1.1388	-0.3893	1	253	10.4615	0.0695016245461628	2005.70120453285	0.00979620097619625	2007.36842105263	0.00495000495000497	2013.75	0.00503429614247059	2015.5	0	1990	0.0256016385048643	2011.33333333333	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Fisheries	-0.4095	0.231	4	253	23.1197	0.233648293563446	2007.5561546859	1.63506202992504	2006.6158061117	1.62010750246045	2007.22533240028	1.03769429236675	2006.00209205021	0.785672045281743	2007.06230529595	1.8600301530409	2006.27947019868	3.67214606075991	2006.67557251908	0.761957860013474	2008.99516908213	0.798448965977318	2007.32352941176	0.506864260387309	2011.67058823529	1.57638888888889	2007.60283687943	2.10697533666213	2005.71887550201	1.20518781353236	2009.22543352601	0.981732187798317	2006.21014492754	0.589622641509434	2010.12698412698	0.432509505703422	2008.48888888889	1.25197228510668	2008.77884615385	1.23684210526316	2005.45283018868	0.127184251271842	2005.88888888889	1.87752407579994	2006.76470588235	0.813070688416949	2010.6	0.671910848902	2008.54285714286	1.10983360480342	2008.10784313726	1.26236008633238	2005.48872180451	8.59591468522455	2008.01612903226	0.751366120218579	2001.47619047619	3.43181476469704	2007.64	0.678920351051498	2009.42857142857	0.236185383244207	2012.46153846154	0.0819403474270731	2008.5	0.0736377025036819	2007
Folklore	1.0533	-0.3527	1	253	12.605	0.0232258632612014	2005.64446670005	0.0105570709549299	2011.7	0	1990	0	1990	0.00422404325420291	2009	0	1990	0	1990	0.0139382535368319	2009.5	0	1990	0	1990	0	1990	0.00567408079891058	2012	0	1990	0	1990	0	1990	0	1990	0	1990	0.0421052631578948	2012.5	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Food Science & Technology	-0.5047	0.3503	4	253	28.4955	0.841858978095069	2008.64825840085	0.183055806008591	2009.86073500967	0.0771618418677245	2007.33333333333	0.0531747530048456	2006.91304347826	0.104193066937005	2011.13157894737	0.120185469647835	2008.73076923077	0.134340357112634	2008.76923076923	0.0197458591771785	2012.2	0.0368301089615299	2006.90909090909	0.659150831893809	2015.91346153846	0.0578703703703704	2011.84615384615	0.272734150400968	2006.36363636364	0.148864146172356	2010.14285714286	0.0726807255055107	2007.18181818182	0.14367816091954	2014.92857142857	0.041191381495564	2012.2	0.397887082390067	2007.91428571429	0.156140350877193	2004.28571428571	0	1990	0.165035725380553	2008	0.346260387811634	2011.94117647059	0.0983284169124877	2008.33333333333	0.0750534955766345	2014.30769230769	0.0225869597952116	2018	0.01933114247052	1990	0.0107851596203624	2013	0.0150353330326267	2016	0	1990	0.209447415329768	2014.33333333333	0	1990	0	1990
Forestry	-0.4559	0.0723	4	253	23.7637	0.248704415947219	2008.22139889866	0.259266445253504	2008.77996965099	0.193195781431076	2008.32258064516	0.0887294695110442	2008.34042553192	0.166849708541015	2012.08333333333	0.371223758320533	2007.93805309735	0.15020732842515	2009.95833333333	0.313610704578717	2010.69117647059	0.118134311763398	2013	0.267448555929327	2015.77551020408	0.101851851851852	2008.47058823529	0.266681797548797	2010.77777777778	0.0448631673396142	2010.81818181818	0.334114379935781	2009.45945945946	0.130123617436565	2010	0.266159695817491	2007.57575757576	0.250394457021335	2013.83333333333	2.04912280701754	2006.93859649123	0.401828504018285	2011.29032258065	0.0893134513824169	2013.4	0.0359084846619473	2015.33333333333	0.21304490331039	2013.55555555556	0.0479064865382773	2016.125	0.0501932439893591	2005.16666666667	0.01933114247052	2003	0.215703192407248	2012.85714285714	0.105247331228387	2003	0.0165590329524756	2001	0.0267379679144385	2014	0	1990	0	1990
