id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<total WOS DB cate prop>	score<total WOS DB cate avg.year>	weight<total polar cate prop>	score<total polar avg.year>	weight<USA cate prop>	score<USA cate avg.year>	weight<UK cate prop>	score<UK cate avg.year>	weight<Germany cate prop>	score<Germany cate avg.year>	weight<Canada cate prop>	score<Canada cate avg.year>	weight<Norway cate prop>	score<Norway cate avg.year>	weight<Russia cate prop>	score<Russia cate avg.year>	weight<France cate prop>	score<France cate avg.year>	weight<Peoples R China cate prop>	score<Peoples R China cate avg.year>	weight<Australia cate prop>	score<Australia cate avg.year>	weight<Japan cate prop>	score<Japan cate avg.year>	weight<Denmark cate prop>	score<Denmark cate avg.year>	weight<Sweden cate prop>	score<Sweden cate avg.year>	weight<Italy cate prop>	score<Italy cate avg.year>	weight<Netherlands cate prop>	score<Netherlands cate avg.year>	weight<Spain cate prop>	score<Spain cate avg.year>	weight<Finland cate prop>	score<Finland cate avg.year>	weight<Switzerland cate prop>	score<Switzerland cate avg.year>	weight<New Zealand cate prop>	score<New Zealand cate avg.year>	weight<South Korea cate prop>	score<South Korea cate avg.year>	weight<Poland cate prop>	score<Poland cate avg.year>	weight<AWI cate prop>	score<AWI cate avg.year>	weight<BAS cate prop>	score<BAS cate avg.year>	weight<NOAA cate prop>	score<NOAA cate avg.year>	weight<NIPR cate prop>	score<NIPR cate avg.year>	weight<AAD cate prop>	score<AAD cate avg.year>	weight<NPI cate prop>	score<NPI cate avg.year>	weight<KOPRI cate prop>	score<KOPRI cate avg.year>	weight<AARI cate prop>	score<AARI cate avg.year>	weight<PRIC cate prop>	score<PRIC cate avg.year>
Anthropology	0.5716	-0.1471	1	253	31.2114	0.144589500347284	2007.25357854203	0.498369836070567	2006.12016806723	0.768415474297829	2005.73174872666	0.286010949594111	2009.109375	0.0760327785756525	2010.70588235294	0.764493372020254	2004.90234375	0.18987475670644	2011.16279069767	0.516876901990848	2005.69072164948	0.229319546364243	2011.35897435897	0.045458678061642	2011.875	0.087962962962963	2006.84210526316	0.240202753820548	2004.0625	0.452710143154289	2010.43548387097	0.177905059446325	2010.95	0.0569290826284971	2008.625	0.26615969581749	2006.8	0.30870549495781	2010.4	0.350877192982456	2011.66666666667	0.05161100051611	2014	0.0116495806150979	2009	0.148763722170924	2007.33333333333	0.0928657270840162	2011.66666666667	0.00638753153843698	2015.5	0.00501932439893591	2013	0	1990	0	1990	0.01127649977447	2011	0	1990	0.017825311942959	2010	0.131104555883317	2014	0	1990
Archaeology	0.3976	-0.2642	1	253	18.6755	0.0992108521570172	2009.09265982307	0.156111497886685	2010.33408071749	0.175288410582529	2010.23214285714	0.169592851299478	2010.24096385542	0.0633606488130437	2013.20833333333	0.307930818683507	2009.40495867769	0.124820174325125	2015.19230769231	0.107440704346412	2012.92307692308	0.0486435401378697	2014.84615384615	0.0060611570748856	2012.5	0.0648148148148149	2008.16666666667	0.0208049629293388	2013.66666666667	0.261022064521392	2011.86111111111	0.0976308253059099	2012.83333333333	0.00813272608978529	2012.5	0.107731305449937	2007.11111111111	0.030870549495781	2009	0.215789473684211	2014.57142857143	0.00737300007373	2014	0.0629077353215284	2013.5	0.0102595670462706	2010	0.0928657270840162	2012	0.00638753153843698	2015.5	0.0125483109973398	2010.5	0.03866228494104	2017.5	0	1990	0.04510599909788	2012	0	1990	0.017825311942959	2010	0.409701737135365	2014.85714285714	0	1990
Architecture	0.5021	-0.3747	1	253	20.9112	0.15803112877685	2005.2848576822	0.0323369740961818	2007.13793103448	0.0104823634235399	2012.83333333333	0.0188786105342647	2014.6	0.00844808650840583	2016	0.0156454457529726	2013.6	0.0126935770500127	2010	0	1990	0	1990	0	1990	0	1990	0	1990	0.0244708185488805	2017.5	0.0130174433741213	1998	0	1990	0.0380228136882129	2016.5	0	1990	0	1990	0.04423800044238	2015.5	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Area Studies	0.9943	-0.4162	1	253	31.8993	0.10570427903491	2007.60118900173	0.013172561506827	2011	0.0104823634235399	2009.18181818182	0.0125857403561765	2012.71428571429	0	1990	0	1990	0.0206270627062706	2013	0.0127767324087625	2017.6	0	1990	0	1990	0	1990	0.00378272053260705	2006	0.0122354092744402	2018	0.00433914779137378	2016	0	1990	0.00633713561470215	2016	0	1990	0.0526315789473684	2014.83333333333	0.02211900022119	2018	0.0465983224603914	2004	0.0307787011388119	2015	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0248385494287134	2012	0	1990	0	1990	0	1990
Art	0.939	-0.3976	1	253	12.1676	0.214804996768726	2004.36683748943	0.0304728426482843	2009.85245901639	0.0136853078029549	2010	0.0195078975520735	2016.5	0	1990	0.0320020481310804	2011.25	0.0253871541000254	2006	0.0139382535368319	2000	0.00416944629753169	2009	0	1990	0.0138888888888889	2014.5	0	1990	0.0122354092744402	2009	0.0260348867482427	2016	0.0027109086965951	2018	0	1990	0.00343006105508678	2010	0.0666666666666667	2014.6	0	1990	0.0512581547064306	2014	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Asian Studies	1.0669	-0.408	1	253	19.8006	0.0499447138897106	2006.9029864942	0.00399456738835187	2012.2	0.00174706057058999	2019	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.0090917356123284	2019	0	1990	0.00567408079891058	2012	0	1990	0.0130174433741213	2018.5	0	1990	0	1990	0	1990	0.0315789473684211	2006	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Astronomy & Astrophysics	-0.9034	-0.3941	3	253	8.7025	1.14249476062139	2006.40082593338	1.80731348223561	2007.34737071787	2.83338283338284	2007.17633302152	3.14926688062427	2007.068683565	1.48320238799245	2007.74234234234	1.239474881948	2008.44315545244	1.51095878818651	2007.51630434783	2.12384138267475	2007.56150793651	2.7033299977763	2008.72009029345	2.42385671424675	2013.53939393939	2.15385802469136	2006.11147540984	5.47719019518837	2007.84161490683	1.13789306252294	2004.23076923077	1.93243946888831	2008.42063492063	2.80687486445457	2009.00398406375	1.28168567807351	2010.40625	1.74350003430061	2010.86666666667	3.91087719298246	2008.58695652174	1.15461181154612	2009.92957746479	2.64872631251941	2008.48951048951	2.32840874115112	2011.9247311828	0.717797443461161	2011.96875	0.250231548018269	2007.47826086957	6.47317171108768	2006.22912966252	1.09510922095496	2006.69863013699	10.3832326718436	2009.00307692308	3.3085250338295	2002.07339449541	0.158966716343765	2010.33333333333	1.64795008912656	2015	6.48967551622419	2005.33035714286	22.6313205694649	2013.71929824561
Audiology & Speech-Language Pathology	0.0955	0.0256	7	253	28.8093	0.071507937869256	2007.11981097783	0.0742323773002056	2004.87022900763	0.152576623164859	2003.86285714286	0.0371279340507206	2011.75	0.0274562811523189	2011.53846153846	0.108451385333106	2003.32692307692	0.0634678852500634	2009.75	0.0139382535368319	2000.75	0.0667111407605071	2015.25	0.0181834712246568	2006.25	0.0787037037037038	2009.41176470588	0	1990	0.0550593417349811	2007.22222222222	0.0130174433741213	2010.5	0.0162654521795706	2018	0.0285171102661597	2017	0.0102901831652603	2017	0	1990	0	1990	0.0349487418452936	2009	0	1990	0.0819403474270731	2012.8	0.0431158378844496	2011.66666666667	0.0225869597952116	2007	0.2899671370578	2009.03333333333	0	1990	0.18042399639152	2012.875	0.0496770988574267	2003	0	1990	0	1990	0	1990
Automation & Control Systems	-0.6146	-0.6021	5	253	33.6919	0.246480442397871	2009.14851233979	0.0117934846703722	2008.87234042553	0.00858971447206744	2004.33333333333	0	1990	0.00774407929937201	2011.66666666667	0.0071115662513512	2013.33333333333	0.0476009139375475	2009.15384615385	0.0139382535368319	2012.25	0.00694907716255282	2001	0.0098493802466891	2015.33333333333	0.00308641975308642	2016	0	1990	0.00611770463722012	2019	0.00433914779137378	1998	0.0054218173931902	2003	0	1990	0.00514509158263017	2015	0.0280701754385965	2007.75	0.011059500110595	2019	0	1990	0.00769467528470299	2016	0	1990	0.00958129730765547	2001	0	1990	0	1990	0	1990	0	1990	0.0248385494287134	2003	0.0133689839572193	2016	0	1990	0	1990
Behavioral Sciences	0.1663	0.2875	7	253	55.9989	0.169494876976052	2007.26315370763	0.0943859208619143	2006.4854368932	0.0708141884612476	2005.23762376238	0.0984834182870809	2006.39393939394	0.0619526343949761	2009.05405405405	0.0901035444046197	2007.2962962963	0.171363290175171	2008	0.0255534648175251	2005.375	0.181648877029131	2007.64150943396	0.0098493802466891	2013.66666666667	0.128086419753087	2008.05405405405	0.131449538508095	2004.92307692308	0.0632162812512746	2013.33333333333	0.224550898203593	2006.19565217391	0.0569290826284971	2011	0.123574144486692	2009.25	0.150922686423818	2005.05882352941	0.1	2005.15384615385	0.05161100051611	2008	0.155327741534638	2004.89473684211	0.0307787011388119	2016.5	0.0928657270840162	2015.16666666667	0.0167672702883971	2009.25	0.139286252070471	2003.54545454545	0.04349507055867	2010.83333333333	0.294794362956572	2006.2	0.1127649977447	2006.71428571429	0.422255340288127	2006	0.053475935828877	2016.5	0	1990	0	1990
Biochemical Research Methods	-0.4849	0.3713	4	253	62.5938	0.449215049521033	2007.82811017303	0.112332941485295	2009.32727272727	0.0588759412288826	2010.08450704225	0.0648165628343089	2009.48648648649	0.139323026667793	2008.16438356164	0.0865477612789441	2007.70833333333	0.0419945840737919	2008.06666666667	0.0145190141008665	2008.71428571429	0.0882532799644208	2009.55172413793	0.118192562960269	2012.66666666667	0.195061728395062	2007.56756756757	0.0482296867907399	2010.57142857143	0.0693339858884947	2011.72727272727	0.0781046602447279	2011.53846153846	0.201149425287356	2009.46428571429	0.020595690747782	2015.33333333333	0.151608698634836	2010.0625	0.0456140350877193	2002.33333333333	0.05161100051611	2008.83333333333	0.0504815159987574	2008.16666666667	0.342156560993126	2013.9696969697	0.106522451655195	2008.875	0.1520232506148	2008.35135135135	0.0276062841941475	2007.2	0.00644371415684	2013	0.0431406384814495	2014.33333333333	0.063148398737032	2006.5	0.0413975823811889	2007	0.472370766488414	2014	0	1990	0.294550810014728	2013.66666666667
Biochemistry & Molecular Biology	-0.3953	0.5079	4	253	61.5381	2.62385527389427	2005.75035968538	0.893451572528023	2007.37618032288	0.597756774227364	2007.02010723861	0.570448681643698	2008.13165266106	0.687111036017007	2007.02099737533	0.992774648688631	2006	0.659219768130657	2006.84462151394	0.555207099217135	2010.01840490798	0.744941071825662	2008.2	1.05161075249265	2012.5737704918	0.844135802469136	2008.56730769231	1.03495233772129	2007.11176470588	0.695379093764021	2008.33088235294	0.653041742601754	2008.04958677686	2.55150726523531	2006.21875	0.581432192648922	2008.02898550725	1.01255402346162	2009.62037037037	0.6	2007.44927536232	0.45712600457126	2012.09803921569	0.95914880397639	2007.29245283019	2.54283369241818	2013.64516129032	0.893149786955097	2010.41509433962	0.728977036824121	2006.21081081081	0.5207549063896	2007.24444444444	0.18364585346994	2009.5	0.118636755823986	2014	0.89084348218313	2009.43137254902	0.637522768670309	2006.48571428571	3.37789661319073	2013.99315068493	0.0327761389708292	2011	0.564555719194894	2011.85714285714
