id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<total whole period>	score<total avg.year>	weight<USA antarctic region prop>	score<USA antarctic region avg.year>	weight<UK antarctic region prop>	score<UK antarctic region avg.year>	weight<Germany antarctic region prop>	score<Germany antarctic region avg.year>	weight<Canada antarctic region prop>	score<Canada antarctic region avg.year>	weight<Norway antarctic region prop>	score<Norway antarctic region avg.year>	weight<Russia antarctic region prop>	score<Russia antarctic region avg.year>	weight<France antarctic region prop>	score<France antarctic region avg.year>	weight<Peoples R China antarctic region prop>	score<Peoples R China antarctic region avg.year>	weight<Australia antarctic region prop>	score<Australia antarctic region avg.year>	weight<Japan antarctic region prop>	score<Japan antarctic region avg.year>	weight<Denmark antarctic region prop>	score<Denmark antarctic region avg.year>	weight<Sweden antarctic region prop>	score<Sweden antarctic region avg.year>	weight<Italy antarctic region prop>	score<Italy antarctic region avg.year>	weight<Netherlands antarctic region prop>	score<Netherlands antarctic region avg.year>	weight<Spain antarctic region prop>	score<Spain antarctic region avg.year>	weight<Finland antarctic region prop>	score<Finland antarctic region avg.year>	weight<Switzerland antarctic region prop>	score<Switzerland antarctic region avg.year>	weight<New Zealand antarctic region prop>	score<New Zealand antarctic region avg.year>	weight<South Korea antarctic region prop>	score<South Korea antarctic region avg.year>	weight<Poland antarctic region prop>	score<Poland antarctic region avg.year>	weight<AWI antarctic region prop>	score<AWI antarctic region avg.year>	weight<BAS antarctic region prop>	score<BAS antarctic region avg.year>	weight<NOAA antarctic region prop>	score<NOAA antarctic region avg.year>	weight<NIPR antarctic region prop>	score<NIPR antarctic region avg.year>	weight<AAD antarctic region prop>	score<AAD antarctic region avg.year>	weight<NPI antarctic region prop>	score<NPI antarctic region avg.year>	weight<KOPRI antarctic region prop>	score<KOPRI antarctic region avg.year>	weight<AARI antarctic region prop>	score<AARI antarctic region avg.year>	weight<PRIC antarctic region prop>	score<PRIC antarctic region avg.year>
D'Urville sea	0.4995	0.2342	12	23	67	0.0792757774140753	2011	0.0372661548781397	2010	0.0121847203606677	2011	0.0749203970781045	2003.75	0.0737463126843658	2011	0	1990.5	0.535236396074933	2009.83333333333	0.637716368053447	2012.42857142857	0	1996.5	0.271950271950272	2011.14285714286	0.507936507936508	2012.75	0	1996	0	1991	0.0324886289798571	2011	0	1992	0	1994	0	1992	0	1995	0.0359324469996407	2011	0	1992	0.0973709834469328	2011	0.154440154440154	2003.75	0.0204540805890775	2011	0	1990	0.311526479750779	2018.5	0.509554140127389	2010.625	0	1990	0	1990	0	1990	0	1990
Filchner-Ronne ice shelf	0.3866	-0.2788	2	48	251	0.444967266775778	2005.98850574713	0.365208317805769	2005.9387755102	0.999147069574753	2005.35365853659	1.19872635324967	2006.421875	0.368731563421829	2009.2	2.1105527638191	2009.2380952381	0.267618198037467	2012.66666666667	0.151837230488916	2008.2	0.193923723335488	2015.33333333333	0.0388500388500388	2014	0.126984126984127	2004.5	0.375234521575985	2017	0.44543429844098	1999	0.0649772579597141	2011	0.234741784037559	2018.33333333333	0.0918273645546373	2018	0.4	2000	0.474683544303798	2013.33333333333	0	1991.5	0	1992	0.0973709834469328	2019	2.08494208494209	2006.61111111111	1.43178564123543	2004.97142857143	0.116822429906542	1996	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Heard Island and McDonald Islands	-0.3637	0.3407	8	30	113	0.460310965630115	2004	0.335395393903257	2001.95555555556	0.194955525770684	2004.125	0.149840794156209	2003.125	0.589970501474926	1999.625	0.50251256281407	2003.8	0.356824264049955	2004	1.09322805952019	2007.52777777778	0	1996.5	1.88422688422688	2005.47422680412	0.0634920634920635	2010	0	1996	0.22271714922049	2018	0.0649772579597141	1996	0.625978090766823	2003.125	0.0459136822773186	2018	0	1992	0.316455696202532	2013.5	0.143729787998563	2008	0.10593220338983	2014	0.389483933787731	2004	0	1990	0.122724483534465	2005	0.467289719626168	1994	0	1990	3.63057324840764	2004.64912280702	0.309597523219814	2000	0	1990	0	1990	0	1990
Kohler glacier	0.223	-0.5452	6	4	16	0.0230155482815057	2014.77777777778	0.0670790787806514	2014.77777777778	0.0243694407213354	2017	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
Riiser-Larsen Sea	0.7077	0.2342	1	15	33	0.0613747954173486	2010.70833333333	0.0521726168293955	2009.28571428571	0.0243694407213354	2011.5	0.187300992695261	2013.5	0	1992	0.50251256281407	2006	0.981266726137377	2008.18181818182	0	1991	0	1996.5	0	1994	0	1991	0.187617260787992	2018	0.111358574610245	2015	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0.308880308880309	2014.125	0	1990	0.233644859813084	2001.5	0	1990	0	1990	0	1990	0	1990	0.649350649350649	2000	0	1990
South Georgia and the South Sandwich Islands	-0.6332	0.1653	4	43	230	0.514013911620295	2007.04975124378	0.544085861220839	2005.68493150685	0.889484586328744	2008.31506849315	0.262221389773366	2007.85714285714	0.442477876106195	2011.83333333333	0.201005025125628	2009.5	0.981266726137377	2003.81818181818	0.425144245368965	2007.07142857143	0.387847446670976	2013.5	0.233100233100233	2010.08333333333	0.507936507936508	2008.125	0	1996	0.22271714922049	1999	0.324886289798571	2013	0.156494522691706	2005.5	0.596877869605142	2007.92307692308	0	1992	0.474683544303798	2014	0.143729787998563	2013	0.211864406779661	2006	0.0973709834469328	2008	0.115830115830116	2008.33333333333	1.02270402945388	2008.1	1.05140186915888	2008.55555555556	0.467289719626168	2006.33333333333	0.127388535031847	2002.5	0.309597523219814	2010	0	1990	0	1990	0	1990
abbot ice shelf	0.0315	-0.4487	6	7	13	0.0153436988543372	2013.5	0.0298129239025117	2014.5	0.0121847203606677	2015	0.0374601985390523	2013.5	0	1992	0	1990.5	0	1993	0	1991	0.0646412411118293	2011	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0.0772200772200772	2013.5	0.0204540805890775	2015	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.529100529100529	2011
adelaide island	-0.6902	-0.1428	3	32	156	0.253171031096563	2007.23232323232	0.156517850488187	2007.47619047619	0.913854027050079	2008.05333333333	0.112380595617157	2011.83333333333	0.221238938053097	2003.66666666667	0.100502512562814	2014	0.178412132024978	1993	0.151837230488916	2012	0.0646412411118293	2017	0.0388500388500388	2015.5	0	1991	0	1996	0.22271714922049	2013	0.194931773879142	2011.16666666667	0.234741784037559	2017.66666666667	0.275482093663912	2010.83333333333	0	1992	0	1995	0.107797340998922	2011.66666666667	0.10593220338983	2017	0.292112950340798	2011	0.0772200772200772	2010.5	1.49314788300266	2008.28767123288	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
adelie land	0.4004	0.2381	12	43	298	0.649549918166939	2007.61023622047	0.320488931952001	2007.09302325581	0.402095771902035	2011.57575757576	0.393332084660049	2009.71428571429	1.32743362831858	2009.11111111111	0.402010050251256	2013.75	0.267618198037467	2004.33333333333	5.34467051320984	2007.19886363636	0.193923723335488	2005.66666666667	1.12665112665113	2009.8275862069	1.77777777777778	2011	0.375234521575985	2010	0	1991	0.519818063677713	2006.8125	1.09546165884194	2008.21428571429	0.321395775941231	2014.14285714286	1.6	2008	0.949367088607595	2012.83333333333	0.179662234998203	2014	0.317796610169492	2013.33333333333	0.876338851022396	2005.22222222222	0.424710424710425	2010.54545454545	0.122724483534465	2011.83333333333	0.116822429906542	2008	2.33644859813084	2009.4	1.3375796178344	2010	0.309597523219814	2009	0	1990	1.2987012987013	2000.5	0	1990
admiralty bay	-1.1311	0.0576	11	33	416	0.603518821603928	2009.17372881356	0.126704926585675	2008.23529411765	0.121847203606677	2011.2	0.149840794156209	2010.375	0.147492625368732	2013.5	0.201005025125628	2011.5	0.178412132024978	2000.5	0.0607348921955664	2015	0	1996.5	0.0971250971250971	2009.2	0.0634920634920635	2008	0	1996	0	1991	0.129954515919428	2013.5	0.156494522691706	1992	0.0918273645546373	2002	0	1992	0.791139240506329	2012.2	0	1991.5	0.211864406779661	2000.5	10.4186952288218	2009.29906542056	0.0772200772200772	2014	0.0818163223563101	2013.5	0.817757009345794	2010.71428571429	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
aitcho islands	-3.0806	0.2449	14	1	1	0.00255728314238953	2018	0	1991	0	1992	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0.0459136822773186	2018	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
alexander island_antarctic	-0.5172	-0.2082	3	35	174	0.296644844517185	2002.95689655172	0.104345233658791	2005.78571428571	1.08444011209943	2002.48314606742	0.0936504963476306	2008.2	0.737463126843658	2002.9	0.201005025125628	2004.5	0.178412132024978	2008.5	0.0911023382933495	2006	0.0646412411118293	1998	0.116550116550117	2006.33333333333	0.0634920634920635	2007	0.375234521575985	1998	0.44543429844098	2006	0.0974658869395711	2008.66666666667	0.234741784037559	2001	0.0918273645546373	2009	0	1992	0.316455696202532	2002	0.0718648939992814	2009.5	0.10593220338983	2019	0.389483933787731	2005.5	0.0386100386100386	2009	1.53405604418081	2001.88	0	1990	0	1990	0	1990	0	1990	0.160513643659711	2019	0	1990	0	1990
amanda bay	0.3308	0.3225	9	4	4	0.00767184942716858	2013	0	1991	0	1992	0	1992	0	1992	0	1990.5	0	1993	0	1991	0.129282482223659	2015	0.0194250194250194	2009	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0.0636942675159236	2009	0	1990	0	1990	0	1990	0	1990
amery ice shelf	0.7167	0.1447	1	33	258	0.363134206219313	2008.90845070423	0.387568010732653	2006.94230769231	0.255879127574022	2010.42857142857	0.168570893425735	2002.55555555556	0.147492625368732	2010.5	0.201005025125628	1999.5	0.624442462087422	2005.57142857143	0.182204676586699	2010.66666666667	2.32708468002586	2013.86111111111	1.43745143745144	2006.56756756757	0.126984126984127	2006	1.12570356472796	2009.33333333333	0.111358574610245	2014	0.0974658869395711	2006	0.234741784037559	2013	0	1994	0.8	2014	0	1995	0.143729787998563	2006.75	0	1992	0	1995	0.115830115830116	2000	0.122724483534465	2010.66666666667	0	1990	0.311526479750779	2006	2.22929936305732	2007.17142857143	0	1990	0	1990	0	1990	3.7037037037037	2012.57142857143
amsterdam island	-0.2386	0.487	8	15	47	0.368248772504092	2005.19444444444	0.171424312439443	2005.52173913044	0.170586085049348	2010.57142857143	0.168570893425735	2008.88888888889	0.221238938053097	2009.66666666667	0.50251256281407	2012.6	0.0892060660124889	1998	3.34041907075615	2005.17272727273	0.129282482223659	2010.5	0.252525252525253	2007.23076923077	0.380952380952381	2015.83333333333	0.375234521575985	2019	0.44543429844098	2010	0.194931773879142	2008	0.234741784037559	2006	0	1994	0.4	2014	0.316455696202532	2013.5	0.143729787998563	2006.5	0	1992	0.194741966893866	2012	0	1990	0.102270402945388	2009.2	0.467289719626168	2002.25	0.778816199376947	2015.6	0	1990	0.309597523219814	2000	0	1990	0	1990	0	1990
amundsen sea	0.2155	-0.3336	6	75	1031	1.35280278232406	2012.65973534972	2.01982559439517	2012.27306273063	2.13232606311685	2013.04571428571	1.96666042330024	2012.10476190476	0.663716814159292	2010.22222222222	1.60804020100503	2014.25	0.981266726137377	2013	0.850288490737929	2015.32142857143	2.39172592113769	2016.16216216216	0.990675990675991	2012.58823529412	0.571428571428571	2015.11111111111	3.18949343339587	2016	4.23162583518931	2015.44736842105	0.0649772579597141	2015.5	2.03442879499218	2014.53846153846	0.550964187327824	2014.75	1.6	2014.75	1.42405063291139	2013.66666666667	0.970176068990298	2013.37037037037	6.99152542372881	2016.13636363636	0.584225900681597	2015.5	2.93436293436293	2011.40789473684	2.59766823481285	2012.74015748032	0.934579439252336	2008.75	0.311526479750779	2017.5	1.0828025477707	2009.76470588235	0.619195046439629	2016	9.79133226324237	2016.2131147541	0.649350649350649	2015	1.58730158730159	2014
andvord bay	-0.7242	-0.2437	3	7	15	0.0204582651391162	2013.125	0.0521726168293955	2013.14285714286	0.0121847203606677	2017	0	1992	0.0737463126843658	1999	0.100502512562814	2019	0	1993	0	1991	0	1996.5	0.0194250194250194	1999	0.0634920634920635	2017	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0.0359324469996407	2013	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0.309597523219814	2019	0	1990	0	1990	0	1990
antarctic ocean	0.1595	0.2511	9	42	589	0.987111292962357	2004.25129533679	0.640977863904002	2004.24418604651	0.280248568295358	2004.65217391304	1.36729724667541	2002.57534246575	0.737463126843658	2009.8	0.804020100502513	2007.625	1.33809099018733	2005.33333333333	1.63984208928029	2002.07407407407	0.904977375565611	2011	0.485625485625486	2006.48	4.12698412698413	2004.2	0.75046904315197	2006.25	0.89086859688196	2003.625	1.16959064327485	2003.41666666667	1.79968701095462	2000.60869565217	1.4692378328742	2005.5	0.4	2000	0.632911392405063	2007.25	0.107797340998922	2001.66666666667	2.22457627118644	2013.2380952381	0.194741966893866	2006.5	1.35135135135135	2000.65714285714	0.122724483534465	2000.33333333333	1.28504672897196	2011.45454545455	1.86915887850467	2006.91666666667	0.700636942675159	2004.72727272727	0.309597523219814	2014	1.92616372391653	2013.75	0.649350649350649	2000	0.529100529100529	2012
antarctic peninsula	-0.6101	-0.1253	3	165	4557	8.74590834697218	2009.01052631579	9.41343072221808	2009.22327790974	13.0620202266358	2008.02891791045	7.99775238808766	2009.32552693208	7.66961651917404	2011.31730769231	7.43718592964824	2012.24324324324	5.35236396074933	2007.5	5.61797752808989	2011.4972972973	5.9469941822883	2013.59782608696	4.23465423465423	2010.32110091743	3.74603174603175	2009.91525423729	7.31707317073171	2010.41025641026	11.6926503340757	2009.93333333333	4.54840805717999	2009.77857142857	11.3458528951487	2011.66206896552	13.406795224977	2010.37328767123	9.2	2011.95652173913	4.74683544303798	2012.36666666667	3.2698526769673	2010.68131868132	8.89830508474576	2012.05952380952	9.15287244401168	2011.57446808511	7.68339768339768	2009.98994974874	16.2609940683166	2007.49433962264	12.5	2011.81308411215	2.49221183800623	2013.0625	3.2484076433121	2010.17647058824	5.57275541795666	2014.61111111111	9.30979133226324	2014.63793103448	5.1948051948052	2010	1.58730158730159	2012.66666666667
antarctic sound	-0.7993	-0.0075	7	10	17	0.0153436988543372	2011.83333333333	0.0223596929268838	2014.33333333333	0	1992	0.0561902978085784	2009	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0.111358574610245	2013	0	1995	0	1992	0.0918273645546373	2013.5	0	1992	0	1995	0	1991.5	0	1992	0	1995	0.0772200772200772	2014.5	0	1990	0.233644859813084	2015	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
antipodes islands	0.1073	0.514	9	11	47	0.10740589198036	2006.90476190476	0.0149064619512559	2017.5	0.0487388814426709	2011.5	0.0561902978085784	2008.66666666667	0.147492625368732	2008.5	0	1990.5	0	1993	0.0607348921955664	2012	0.0646412411118293	2019	0.0777000777000777	2006.5	0	1991	0.187617260787992	2019	0	1991	0	1995	0	1992	0.0918273645546373	2011	0	1992	0.158227848101266	2012	1.29356809198706	2007.88888888889	0	1992	0	1995	0	1990	0.040908161178155	2008	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
anuchin glacier	1.0091	0.0383	2	2	5	0.0127864157119476	2016.4	0.0298129239025117	2017.75	0	1992	0	1992	0.0737463126843658	2019	0	1990.5	0.0892060660124889	2011	0.0303674460977832	2018	0	1996.5	0	1994	0.0634920634920635	2018	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0.0359324469996407	2018	0	1992	0	1995	0	1990	0	1990	0	1990	0.155763239875389	2018	0	1990	0	1990	0	1990	0	1990	0	1990
anvers island	-0.7213	-0.0553	3	26	100	0.155994271685761	2007.5737704918	0.402474472683909	2007.53703703704	0.121847203606677	2011.4	0.0561902978085784	2007.33333333333	0.147492625368732	2011	0	1990.5	0	1993	0.0607348921955664	2015.5	0	1996.5	0.0582750582750583	2001.33333333333	0	1991	0	1996	0.111358574610245	2017	0.0974658869395711	2010.33333333333	0.156494522691706	2017.5	0.0459136822773186	2012	0	1992	0	1995	0.0359324469996407	2018	0.317796610169492	2005.33333333333	0.0973709834469328	2011	0.0386100386100386	2018	0.122724483534465	2009.33333333333	0.233644859813084	2008.5	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
ardley island	-0.8706	0.105	11	18	76	0.127864157119476	2011.16	0.0819855407319073	2012.18181818182	0.0487388814426709	2016.5	0.299681588312418	2009.625	0.0737463126843658	2014	0	1990.5	0.0892060660124889	2015	0.0303674460977832	2017	1.61603102779573	2011.44	0	1994	0	1991	0	1996	0.111358574610245	2013	0	1995	0	1992	0.137741046831956	2016	0	1992	0	1995	0.107797340998922	2009.33333333333	0.10593220338983	2015	0.194741966893866	2017.5	0	1990	0.040908161178155	2016	0	1990	0	1990	0	1990	0	1990	0	1990	0.649350649350649	2015	0	1990
argentine islands	-0.9958	-0.0858	3	17	42	0.097176759410802	2006.36842105263	0.0223596929268838	2010.33333333333	0.146216644328013	2001.08333333333	0.0936504963476306	2010.8	0	1992	0	1990.5	0.535236396074933	2007.66666666667	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0.0324886289798571	2013	0.156494522691706	1995.5	0	1994	0.8	2002.5	0	1995	0.0718648939992814	1991.5	0	1992	0.584225900681597	2015	0	1990	0.224994886479853	2002	0.116822429906542	1997	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
atlas cove	-0.3728	0.3559	8	1	4	0.0281301145662848	2012.72727272727	0	1991	0.0121847203606677	2016	0	1992	0	1992	0	1990.5	0	1993	0.0303674460977832	2012	0	1996.5	0.0777000777000777	2010	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
auckland island	0.0996	0.5623	9	18	122	0.470540098199673	2009.10326086957	0.208690467317582	2011.03571428571	0.0852930425246741	2016.71428571429	0.112380595617157	2012	0.811209439528024	2013.45454545455	0.201005025125628	2018	0	1993	0.0911023382933495	2013	0.193923723335488	2009.33333333333	0.660450660450661	2011.29411764706	0.253968253968254	2000.5	0.562851782363978	2017.33333333333	0.334075723830735	2004.33333333333	0	1995	0.0782472613458529	2016	0.0459136822773186	2003	0	1992	0	1995	5.42579949694574	2009.46357615894	0	1992	0.389483933787731	2012.5	0	1990	0.0204540805890775	2014	0.116822429906542	2016	0	1990	0.254777070063694	2012	0	1990	0	1990	0	1990	0	1990
australian antarctic territory	0.3306	0.3124	9	13	29	0.0716039279869067	2005.32142857143	0.0149064619512559	2001	0.0487388814426709	2007.75	0.0187300992695261	2003	0.147492625368732	2003.5	0	1990.5	0.0892060660124889	1993	0.0303674460977832	2012	0	1996.5	0.446775446775447	2004.47826086957	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0.0718648939992814	2010.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0.573248407643312	2008.33333333333	0	1990	0	1990	0	1990	0	1990
balleny islands	0.2077	0.2391	12	25	63	0.0920621931260229	2005.55555555556	0.0819855407319073	2005.27272727273	0	1992	0.0936504963476306	2001.6	0.147492625368732	2004	0	1990.5	0.0892060660124889	2018	0.121469784391133	2002.75	0.0646412411118293	2018	0.135975135975136	2007.28571428571	0.126984126984127	2007.5	0	1996	0.111358574610245	2018	0.0974658869395711	2003.33333333333	0	1992	0.229568411386593	2011	0	1992	0.316455696202532	2019	0.395256916996047	2005.63636363636	0	1992	0	1995	0.0772200772200772	2000	0	1990	0.116822429906542	2014	0.155763239875389	2011	0.0636942675159236	2014	0	1990	0	1990	0	1990	0	1990
baranowski glacier	-1.2739	0.0544	11	7	19	0.0153436988543372	2013	0	1991	0.0121847203606677	2000	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0.486854917234664	2015.6	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
barilari bay	-0.7181	-0.2438	3	5	9	0.0127864157119476	2016	0.0372661548781397	2016	0.0243694407213354	2015	0	1992	0.0737463126843658	2015	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0.0634920634920635	2017	0	1996	0	1991	0.0324886289798571	2015	0	1992	0	1994	0	1992	0	1995	0	1991.5	0.10593220338983	2015	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.160513643659711	2015	0	1990	0	1990
barrientos island	-3.08	0.2449	14	2	2	0.0204582651391162	2014.75	0	1991	0	1992	0	1992	0	1992	0	1990.5	0	1993	0	1991	0.193923723335488	2012.33333333333	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0.0918273645546373	2017	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
barton peninsula	-1.1624	0.0755	11	11	56	0.097176759410802	2009.71052631579	0.0223596929268838	2008.66666666667	0.0365541610820032	2005.33333333333	0	1992	0.0737463126843658	2019	0	1990.5	0.0892060660124889	2006	0.0303674460977832	2004	0.517129928894635	2004.375	0.0194250194250194	2009	0.0634920634920635	2015	0	1996	0.111358574610245	2019	0	1995	0	1992	0.137741046831956	2013	0	1992	0	1995	0	1991.5	2.64830508474576	2010.04	0	1995	0	1990	0.040908161178155	1998.5	0	1990	0.155763239875389	2015	0	1990	0	1990	3.04975922953451	2011.68421052632	0	1990	0	1990
battye glacier	0.7985	0.1619	1	8	35	0.0358019639934534	2003.57142857143	0.0521726168293955	2003.14285714286	0.0852930425246741	2004.28571428571	0.0561902978085784	2004	0	1992	0	1990.5	0	1993	0	1991	0.0646412411118293	2014	0.252525252525253	2002.76923076923	0	1991	0	1996	0	1991	0.0324886289798571	2006	0	1992	0	1994	0	1992	0	1995	0.0718648939992814	2010	0	1992	0	1995	0	1990	0.0204540805890775	2006	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
bay of whales	0.6086	-0.2251	5	7	8	0.0102291325695581	2015	0.00745323097562794	2018	0.0243694407213354	2014	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0.0194250194250194	2014	0	1991	0	1996	0	1991	0.0324886289798571	2018	0	1992	0	1994	0	1992	0	1995	0.0359324469996407	2018	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
bear island_antarctic	-0.4873	-0.9599	17	2	2	0.0127864157119476	2001.2	0	1991	0	1992	0	1992	0.0737463126843658	2010	0.100502512562814	2010	0	1993	0	1991	0.0646412411118293	2006	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0.8	1992.5	0	1995	0	1991.5	0	1992	0.0973709834469328	2005	0	1990	0	1990	0	1990	0	1990	0	1990	0.309597523219814	2010	0	1990	0	1990	0.529100529100529	2006
beardmore glacier	0.6943	-0.2151	5	22	66	0.0997340425531915	2008.5641025641	0.25340985317135	2007.88235294118	0.0365541610820032	2016.33333333333	0.0374601985390523	2013.5	0.0737463126843658	2019	0	1990.5	0	1993	0.0303674460977832	2014	0	1996.5	0.116550116550117	2009.16666666667	0	1991	0	1996	0.334075723830735	2010.66666666667	0	1995	0	1992	0.0459136822773186	2011	0	1992	0	1995	0.395256916996047	2011.54545454545	0	1992	0	1995	0	1990	0.0204540805890775	2016	0	1990	0	1990	0.0636942675159236	2011	0	1990	0	1990	0	1990	0	1990
beaufort island	0.7221	-0.0452	10	11	34	0.0332446808510638	2009.07692307692	0.0745323097562794	2011.1	0	1992	0	1992	0	1992	0	1990.5	0	1993	0	1991	0.0646412411118293	2013	0.0194250194250194	1998	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0.287459575997125	2007.75	0	1992	0.0973709834469328	2011	0	1990	0	1990	0	1990	0	1990	0.0636942675159236	1998	0	1990	0	1990	0	1990	0	1990
beaver island	0.8513	0.2921	1	3	3	0.00255728314238953	2002	0.00745323097562794	2002	0	1992	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0.0634920634920635	2002	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
bechervaise island	1.9434	0.5819	15	4	13	0.0434738134206219	2006.29411764706	0.00745323097562794	2003	0.0121847203606677	2015	0	1992	0.0737463126843658	2008	0	1990.5	0	1993	0	1991	0	1996.5	0.33022533022533	2006.29411764706	0	1991	0	1996	0.111358574610245	2008	0.0324886289798571	1998	0	1992	0	1994	0	1992	0	1995	0.0359324469996407	1998	0	1992	0	1995	0	1990	0.0204540805890775	2015	0	1990	0	1990	1.0828025477707	2006.29411764706	0	1990	0	1990	0	1990	0	1990
bellinghausen sea	-0.117	-0.3721	6	13	22	0.0332446808510638	2003.84615384615	0.0223596929268838	2002.33333333333	0.0243694407213354	2005.5	0.0936504963476306	2010.2	0	1992	0.201005025125628	1990.5	0	1993	0	1991	0	1996.5	0.0194250194250194	2003	0.0634920634920635	2011	0	1996	0	1991	0	1995	0.0782472613458529	2000	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0.0772200772200772	2009.5	0.0204540805890775	2001	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
bellingshausen island	-0.5742	0.1611	4	5	5	0.00511456628477905	2006.5	0.00745323097562794	2013	0.0243694407213354	2006.5	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0.0204540805890775	2000	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
berkner island	0.3268	-0.3277	2	12	38	0.0818330605564648	2007.03125	0.0670790787806514	2007.33333333333	0.255879127574022	2008.71428571429	0.187300992695261	2006.6	0	1992	0.603015075376884	2007.83333333333	0	1993	0.303674460977832	2010.7	0	1996.5	0.0388500388500388	2009	0.126984126984127	2009	0.187617260787992	2012	0	1991	0	1995	0.234741784037559	2002.66666666667	0	1994	0	1992	1.10759493670886	2011	0.0359324469996407	2011	0	1992	0	1995	0.27027027027027	2006.42857142857	0.40908161178155	2008.3	0.116822429906542	2012	0.155763239875389	2012	0.0636942675159236	2006	0	1990	0	1990	0	1990	0	1990
berthelot islands	-1.0385	-0.0873	3	4	4	0.00255728314238953	2019	0	1991	0	1992	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
