id	x	y	cluster	weight<Links>	weight<Total link strength>	weight<total whole period>	score<total avg.year>	weight<USA antarctic region prop>	score<USA antarctic region avg.year>	weight<UK antarctic region prop>	score<UK antarctic region avg.year>	weight<Germany antarctic region prop>	score<Germany antarctic region avg.year>	weight<Canada antarctic region prop>	score<Canada antarctic region avg.year>	weight<Norway antarctic region prop>	score<Norway antarctic region avg.year>	weight<Russia antarctic region prop>	score<Russia antarctic region avg.year>	weight<France antarctic region prop>	score<France antarctic region avg.year>	weight<Peoples R China antarctic region prop>	score<Peoples R China antarctic region avg.year>	weight<Australia antarctic region prop>	score<Australia antarctic region avg.year>	weight<Japan antarctic region prop>	score<Japan antarctic region avg.year>	weight<Denmark antarctic region prop>	score<Denmark antarctic region avg.year>	weight<Sweden antarctic region prop>	score<Sweden antarctic region avg.year>	weight<Italy antarctic region prop>	score<Italy antarctic region avg.year>	weight<Netherlands antarctic region prop>	score<Netherlands antarctic region avg.year>	weight<Spain antarctic region prop>	score<Spain antarctic region avg.year>	weight<Finland antarctic region prop>	score<Finland antarctic region avg.year>	weight<Switzerland antarctic region prop>	score<Switzerland antarctic region avg.year>	weight<New Zealand antarctic region prop>	score<New Zealand antarctic region avg.year>	weight<South Korea antarctic region prop>	score<South Korea antarctic region avg.year>	weight<Poland antarctic region prop>	score<Poland antarctic region avg.year>	weight<AWI antarctic region prop>	score<AWI antarctic region avg.year>	weight<BAS antarctic region prop>	score<BAS antarctic region avg.year>	weight<NOAA antarctic region prop>	score<NOAA antarctic region avg.year>	weight<NIPR antarctic region prop>	score<NIPR antarctic region avg.year>	weight<AAD antarctic region prop>	score<AAD antarctic region avg.year>	weight<NPI antarctic region prop>	score<NPI antarctic region avg.year>	weight<KOPRI antarctic region prop>	score<KOPRI antarctic region avg.year>	weight<AARI antarctic region prop>	score<AARI antarctic region avg.year>	weight<PRIC antarctic region prop>	score<PRIC antarctic region avg.year>
south orkney islands	-0.7207	0.1193	13	59	448	0.600961538461539	2006.88510638298	0.290676008049489	2010	1.59619836724747	2006.61832061069	0.430792283199101	2006.65217391304	0.0737463126843658	2011	1.20603015075377	2013.41666666667	0.713648528099911	2008.875	0.182204676586699	2010.83333333333	0.323206205559147	2015.4	0.155400155400155	2009.375	0.380952380952381	2008.5	0.375234521575985	2016.5	0.22271714922049	2018	0.324886289798571	2012.1	0.156494522691706	1995.5	0.734618916437098	2004.1875	0	1992	0.316455696202532	2015	0.179662234998203	2014.2	0.423728813559322	2012.25	0.973709834469328	1999.7	0.231660231660232	2010.5	2.27040294538761	2006.7027027027	1.98598130841121	2008.47058823529	0.311526479750779	2018.5	0.0636942675159236	2001	0.619195046439629	2018	0.321027287319422	2018	0	1990	0	1990
south shetland islands	-0.9046	0.0152	7	101	2162	2.95877659574468	2008.37597234226	1.3863009614668	2008.86559139785	1.60838308760814	2006.19696969697	2.80951489042892	2007.19333333333	2.28613569321534	2012.93548387097	1.00502512562814	2012.3	2.4085637823372	2009.85185185185	1.24506529000911	2009.21951219512	2.13316095669037	2010.12121212121	0.757575757575758	2008.23076923077	1.58730158730159	2005.32	0.75046904315197	2013	1.55902004454343	2006.85714285714	1.68940870695257	2011.21153846154	0.704225352112676	2005.22222222222	10.9274563820018	2009.65966386555	0	1992	1.10759493670886	2011.14285714286	0.610851598993892	2011.82352941176	4.97881355932203	2008.68085106383	15.3846153846154	2008.1582278481	1.62162162162162	2006.52380952381	1.79995909183882	2004.55681818182	6.77570093457944	2008.62068965517	1.09034267912773	2012.57142857143	0.382165605095541	2008	0.928792569659443	2012.33333333333	4.01284109149278	2012.88	1.94805194805195	2011.66666666667	2.11640211640212	2004
southern ocean	-0.0656	0.1743	8	144	4377	15.2056055646481	2009.21072990246	15.6294253558918	2009.39818788746	16.3275252832947	2010.17686567164	19.4231129424986	2009.48023143684	20.8702064896755	2010.87279151944	20.8040201005025	2012.67632850242	13.2917038358608	2008.53691275168	24.8709383540844	2009.40170940171	13.5746606334842	2013.89523809524	20.6682206682207	2010.82612781955	19.6825396825397	2009.71290322581	16.3227016885554	2010.88505747126	13.4743875278396	2011.92561983471	9.42170240415854	2009.66896551724	19.0140845070423	2009.0658436214	14.8301193755739	2011.81114551084	14.4	2011.38888888889	22.7848101265823	2012.31944444444	12.3248293208768	2011.10495626822	11.6525423728814	2014.05454545455	5.9396299902629	2011.68852459016	20.9266409266409	2009.23985239852	13.724688075271	2009.96721311475	25.9345794392523	2010.81081081081	12.7725856697819	2011.5243902439	20.3821656050955	2010.934375	17.9566563467492	2013.25862068966	10.5939004815409	2015.75757575758	8.44155844155844	2007.76923076923	11.1111111111111	2014.47619047619
southern thule	-0.6524	0.1613	4	12	20	0.0127864157119476	2010	0	1991	0.0609236018033386	2010	0.0187300992695261	2008	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0.102270402945388	2010	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
stonington island	-0.652	-0.1562	3	6	7	0.00511456628477905	2002.5	0.0149064619512559	2002.5	0	1992	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
stornes peninsula	0.6955	0.3569	1	6	12	0.0153436988543372	2012.33333333333	0.0149064619512559	2005.5	0.0121847203606677	2019	0.0187300992695261	2006	0	1992	0.100502512562814	2019	0	1993	0	1991	0.193923723335488	2011.33333333333	0.0388500388500388	2008	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0.158227848101266	2006	0	1991.5	0	1992	0	1995	0	1990	0.0204540805890775	2019	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
tabarin peninsula	-0.6356	0.016	4	7	10	0.00767184942716858	2006.66666666667	0.00745323097562794	2006	0.0243694407213354	2009.5	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0.040908161178155	2009.5	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
taylor glacier	0.9478	-0.1724	10	14	83	0.202025368248773	2010.44303797468	0.454647089513304	2011.83606557377	0.10966248324601	2012.44444444444	0.0561902978085784	2017.33333333333	0.737463126843658	2011.9	0	1990.5	0	1993	0.151837230488916	2010.2	0.0646412411118293	2019	0.194250194250194	2003.9	0	1991	0.75046904315197	2013.25	0	1991	0.0649772579597141	2018	0	1992	0	1994	0	1992	1.26582278481013	2012.875	0.646784045993532	2009.33333333333	0.317796610169492	2014.33333333333	0	1995	0	1990	0.0613622417672326	2017.33333333333	0	1990	0	1990	0.509554140127389	2000.5	0	1990	0.481540930979133	2014.33333333333	0	1990	0	1990
taylor valley	0.8717	-0.1334	10	22	267	0.5370294599018	2007.7619047619	1.34158157561303	2008.36666666667	0.219324966492019	2007.94444444444	0.206031091964787	2010	0.442477876106195	2008	0	1990.5	0.0892060660124889	2009	0.0607348921955664	2007	0.0646412411118293	2017	0.174825174825175	2003	0.126984126984127	2002.5	0.562851782363978	2012.66666666667	0.22271714922049	2010	0.0974658869395711	2014.66666666667	0	1992	0.367309458218549	2011	0	1992	0.632911392405063	2010.75	1.36543298598635	2005.81578947368	0	1992	0	1995	0	1990	0.040908161178155	2012.5	0	1990	0	1990	0.254777070063694	1993.75	0	1990	0	1990	0	1990	0	1990
terra nova bay	0.8339	-0.1024	5	44	534	1.23005319148936	2004.68399168399	0.462100320488932	2007.62903225806	0.182770805410016	2003.93333333333	0.33714178685147	2009.88888888889	0.442477876106195	2008.83333333333	0.301507537688442	2014.66666666667	0.446030330062444	2007.8	0.364409353173398	2008.66666666667	0.193923723335488	2005.33333333333	0.213675213675214	2011.45454545455	0.19047619047619	2009.33333333333	0	1996	0.334075723830735	2002	13.4502923976608	2004.23429951691	0.156494522691706	2004.5	0.183654729109275	2009	0.4	1998	0.791139240506329	2006.6	0.682716492993173	2011.15789473684	1.58898305084746	2015.6	0.68159688412853	2010.42857142857	0.27027027027027	2010.71428571429	0.102270402945388	2001.4	0.58411214953271	2004.8	0.155763239875389	2017	0.0636942675159236	1996	0	1990	1.60513643659711	2017.3	0.649350649350649	2012	0	1990
thurston island	-0.0195	-0.4111	6	19	99	0.0690466448445172	2005.33333333333	0.104345233658791	2004.28571428571	0.15840136468868	2003.76923076923	0.112380595617157	2014.66666666667	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0.0582750582750583	2012	0	1991	0	1996	0.111358574610245	2017	0	1995	0	1992	0	1994	0	1992	0	1995	0.107797340998922	2002.66666666667	0	1992	0	1995	0.154440154440154	2012.5	0.204540805890775	2004.9	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
thwaites glacier	0.1858	-0.4946	6	26	222	0.245499181669394	2013.26041666667	0.551539092196467	2012.87837837838	0.341172170098696	2013.71428571429	0.262221389773366	2013.78571428571	0.147492625368732	2011	0	1990.5	0	1993	0.182204676586699	2016	0.129282482223659	2016.5	0.0194250194250194	2019	0	1991	0.187617260787992	2017	0.556792873051225	2014.8	0.0649772579597141	2019	0.54773082942097	2013.57142857143	0	1994	0.4	2018	0	1995	0.215594681997844	2016.33333333333	0.423728813559322	2016.5	0.0973709834469328	2014	0.27027027027027	2013.71428571429	0.347719370014318	2013.23529411765	0.350467289719626	2015	0	1990	0	1990	0	1990	0.481540930979133	2016.33333333333	0	1990	0.529100529100529	2015
thwaites ice shelf	0.1934	-0.5577	6	3	8	0.0102291325695581	2015.75	0.0149064619512559	2015	0	1992	0	1992	0.0737463126843658	2019	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0.211864406779661	2016.5	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0.321027287319422	2016.5	0	1990	0	1990
tonagh island	1.005	0.3639	1	2	10	0.0230155482815057	2006.22222222222	0.00745323097562794	2002	0.0121847203606677	2006	0	1992	0.0737463126843658	2002	0	1990.5	0	1993	0	1991	0	1996.5	0.0388500388500388	2003	0.444444444444444	2006.85714285714	0.187617260787992	2006	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0.311526479750779	2007.5	0	1990	0	1990	0	1990	0	1990	0	1990
totten glacier	0.5079	-0.1837	6	16	64	0.0716039279869067	2014.28571428571	0.126704926585675	2014.47058823529	0.10966248324601	2013.66666666667	0.0187300992695261	2019	0	1992	0	1990.5	0	1993	0.121469784391133	2013.5	0.0646412411118293	2014	0.271950271950272	2014.78571428571	0.19047619047619	2015.66666666667	0	1996	0.111358574610245	2014	0	1995	0.156494522691706	2016	0	1994	0.4	2014	0	1995	0.0359324469996407	2016	0	1992	0	1995	0.0386100386100386	2019	0	1990	0	1990	0	1990	0.382165605095541	2014.33333333333	0	1990	0	1990	0	1990	0	1990
transantarctic mountains	0.7478	-0.2198	5	68	929	1.37837561374795	2006.39146567718	2.45956622195722	2006.01515151515	0.80419154380407	2007.84848484849	0.992695261284885	2007.16981132075	0.663716814159292	2005.55555555556	0.201005025125628	2017.5	1.07047279214987	2014.25	0.941390829031278	2010.25806451613	0.904977375565611	2015	1.24320124320124	2008.890625	0.380952380952381	2003.66666666667	0.562851782363978	2013.66666666667	1.78173719376392	2006.8125	2.95646523716699	2007.89010989011	1.56494522691706	2000.75	0.229568411386593	2012.2	0	1992	1.42405063291139	2005.22222222222	2.55120373697449	2006.83098591549	1.16525423728814	2013.09090909091	0.0973709834469328	2004	0.0772200772200772	2010	0.695438740028636	2010.05882352941	0	1990	0.311526479750779	2000	0	1990	0.309597523219814	2018	1.4446227929374	2014.55555555556	0	1990	0	1990
trinity peninsula	-0.709	-0.1399	3	25	67	0.0613747954173486	2004.66666666667	0.0223596929268838	2006.66666666667	0.121847203606677	2002.5	0.0374601985390523	2010.5	0	1992	0.100502512562814	2015	0	1993	0	1991	0	1996.5	0.0971250971250971	2010	0	1991	0	1996	0.111358574610245	2012	0	1995	0	1992	0.137741046831956	2001	0	1992	0	1995	0.0359324469996407	2012	0.10593220338983	2005	0.292112950340798	1997	0	1990	0.143178564123543	2000.28571428571	0	1990	0	1990	0	1990	0	1990	0.160513643659711	2005	0	1990	0	1990
tucker glacier	1.1463	-0.1409	5	4	6	0.00511456628477905	2019	0.0149064619512559	2019	0	1992	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
ulu peninsula	-0.7051	-0.0541	4	11	35	0.0332446808510638	2015.07692307692	0	1991	0	1992	0	1992	0	1992	0	1990.5	0	1993	0.0303674460977832	2018	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0.0973709834469328	2014	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
union glacier	0.1285	-0.3701	2	8	12	0.0281301145662848	2013.72727272727	0.0223596929268838	2008.33333333333	0	1992	0	1992	0	1992	0	1990.5	0	1993	0.0303674460977832	2017	0.0646412411118293	2019	0.0388500388500388	2018	0	1991	0.187617260787992	2019	0	1991	0	1995	0.0782472613458529	2010	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
vega island	-0.6674	-0.0406	4	11	81	0.117635024549918	2010.54347826087	0.0372661548781397	2012.2	0.15840136468868	2001.30769230769	0.0749203970781045	2011	0	1992	0	1990.5	0	1993	0.0303674460977832	2018	0	1996.5	0.0582750582750583	2011.66666666667	0	1991	0	1996	0.22271714922049	2011	0.0324886289798571	2019	0	1992	0.0918273645546373	2014.5	0	1992	0	1995	0	1991.5	0	1992	0.292112950340798	2017	0	1990	0.143178564123543	2002	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
vestfold hills	0.47	0.2929	1	39	233	0.506342062193126	2003.16161616162	0.163971081463815	2010.22727272727	0.560497136590715	2002.76086956522	0.280951489042892	2005.8	0.958702064896755	2003	0.301507537688442	2011	0.892060660124889	2012.9	0.0607348921955664	1991.5	0.775694893341952	2010.16666666667	2.58352758352758	2001.93233082707	0.126984126984127	2014.5	0.375234521575985	2008.5	1.0022271714922	2005.66666666667	0.0974658869395711	2011	0.625978090766823	1999.625	0.137741046831956	2010.33333333333	0	1992	0	1995	0.323392022996766	2003	0.10593220338983	2014	0	1995	0.0772200772200772	2005.5	0.265903047658008	2003	0	1990	0.155763239875389	2010	2.99363057324841	2002.87234042553	0	1990	0	1990	0	1990	0.529100529100529	2016
victoria land	0.751	-0.1375	5	71	1090	2.26319558101473	2006.01242937853	2.05709174927331	2005.66304347826	1.15754843426343	2007.36842105263	1.49840794156209	2007.025	1.10619469026549	2007.8	0.402010050251256	2004.25	0.981266726137377	2009.81818181818	1.42726996659581	2009.34042553192	0.646412411118293	2013.7	2.17560217560218	2005.54464285714	0.825396825396826	2003.46153846154	1.50093808630394	2007.375	2.11581291759465	2010.05263157895	13.1578947368421	2006.62469135802	1.25195618153365	2003.5	1.14784205693297	2010.08	0.4	2018	2.37341772151899	2008.73333333333	6.97089471793029	2005.98453608247	2.86016949152542	2016.96296296296	0.876338851022396	2013.77777777778	0.386100386100386	2010.7	0.859071384741256	2007.7380952381	0.116822429906542	2019	0.467289719626168	2004.33333333333	0.89171974522293	2003.21428571429	0.309597523219814	1999	4.17335473515249	2017.07692307692	1.94805194805195	2000	0	1990
walker bay	-1.2813	0.01	7	3	5	0.00511456628477905	2005	0	1991	0.0121847203606677	1995	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0.0194250194250194	2015	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
weddell sea	0.1016	-0.1642	2	112	2480	5.80759001636661	2005.65653896962	5.15763583513453	2006.21820809249	5.75118801023517	2007.56779661017	14.5532871324218	2004.32818532819	6.56342182890855	2007.85393258427	10.0502512562814	2009.18	9.54504906333631	2005.80373831776	3.7959307622229	2007.264	3.42598577892696	2012.54716981132	3.18570318570319	2008.04268292683	4.38095238095238	2007.53623188406	8.44277673545966	2005.55555555556	6.01336302895323	2003.11111111111	2.50162443144899	2009.49350649351	7.27699530516432	2003.70967741936	7.16253443526171	2007.86538461538	16.4	2003.87804878049	5.69620253164557	2008.69444444444	2.51527128997485	2010.04285714286	2.86016949152542	2012.85185185185	3.79746835443038	2003.51282051282	19.0733590733591	2004.00809716599	5.6453262425854	2007.57971014493	6.77570093457944	2010.03448275862	2.80373831775701	2005.33333333333	3.82165605095541	2007.78333333333	7.73993808049536	2009.96	2.56821829855538	2014.5	3.8961038961039	2012.83333333333	1.58730158730159	2009.66666666667
west antarctic ice sheet	0.3689	-0.3506	2	68	956	1.47810965630115	2010.3321799308	2.89185361854364	2010.11340206186	2.43694407213354	2011.6	1.44221764375351	2011.84415584416	1.54867256637168	2009.7619047619	2.51256281407035	2015	0.356824264049955	2015.75	0.880655936835712	2013.03448275862	0.581771170006464	2016	0.485625485625486	2013.92	0.380952380952381	2013.33333333333	3.75234521575985	2014.65	2.44988864142539	2012.31818181818	0.779727095516569	2011.29166666667	1.56494522691706	2013.15	0.413223140495868	2011.22222222222	0.8	2012	2.53164556962025	2014.6875	1.11390585698886	2012.93548387097	1.27118644067797	2016.16666666667	0.0973709834469328	2018	2.2007722007722	2012.35087719298	2.22949478420945	2011.66055045872	0.350467289719626	2012.66666666667	0.311526479750779	2013	0.318471337579618	2014.4	2.1671826625387	2016.42857142857	1.12359550561798	2016.57142857143	1.2987012987013	2016.5	0.529100529100529	2015
west antarctica	0.0999	-0.2964	6	118	2461	3.48813420621931	2009.55131964809	5.81352016098979	2009.06025641026	4.65456317777507	2010.52879581152	2.77205469188987	2011.28378378378	3.17109144542773	2008.16279069767	2.61306532663317	2012.65384615385	2.58697591436218	2011.58620689655	2.12572122684482	2012.52857142857	4.46024563671623	2013.89855072464	2.07847707847708	2011.82242990654	2.22222222222222	2010.48571428571	5.0656660412758	2013.55555555556	3.45211581291759	2013.22580645161	1.42949967511371	2012.15909090909	4.30359937402191	2012.43636363636	1.05601469237833	2010.13043478261	2	2015	2.53164556962025	2010.5625	3.19798778296802	2010.41573033708	5.72033898305085	2011.25925925926	6.13437195715677	2009.98412698413	3.01158301158301	2012.17948717949	4.90897934137861	2010.44166666667	2.68691588785047	2007.86956521739	2.02492211838006	2013.23076923077	0.700636942675159	2010.45454545455	1.85758513931889	2011.83333333333	5.93900481540931	2013.10810810811	2.5974025974026	2012.5	3.17460317460317	2011
west ice shelf	0.742	0.225	1	23	31	0.0255728314238953	2006.4	0.0223596929268838	2007.33333333333	0.0243694407213354	2017	0	1992	0	1992	0	1990.5	0.0892060660124889	2000	0.0607348921955664	1999.5	0.129282482223659	2014.5	0.0582750582750583	2010	0.0634920634920635	1998	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0.191082802547771	2010	0	1990	0	1990	0.649350649350649	2000	1.05820105820106	2014.5
whalers bay	-1.1744	0.0352	7	6	14	0.0179009819967267	2015.85714285714	0.0223596929268838	2013	0.0243694407213354	2017.5	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0.0918273645546373	2014	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0.0204540805890775	2017	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
whillans ice stream	0.4713	-0.3996	2	25	194	0.311988543371522	2005.53278688525	0.879481255124096	2005.12711864407	0.146216644328013	2009.33333333333	0.0187300992695261	2017	0.221238938053097	2003.33333333333	0.100502512562814	2018	0	1993	0.0607348921955664	2007	0	1996.5	0.0388500388500388	2006	0	1991	0.375234521575985	2017	0.334075723830735	2002.33333333333	0.162443144899285	2015	0.0782472613458529	2018	0	1994	0	1992	0	1995	0.467121810995329	2013.92307692308	0.317796610169492	2014.33333333333	0	1995	0.0386100386100386	2017	0.0613622417672326	2016.66666666667	0.350467289719626	2004.66666666667	0	1990	0	1990	0.309597523219814	2018	0.481540930979133	2014.33333333333	0	1990	0	1990
wilhelm archipelago	-0.9985	-0.0973	3	3	3	0.00255728314238953	2019	0	1991	0	1992	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
wilkes land	0.5907	0.2052	9	36	316	0.434738134206219	2007.71176470588	0.46955355146456	2009.30158730159	0.402095771902035	2012.51515151515	0.543172878816258	2006.55172413793	0.442477876106195	2008.16666666667	0.50251256281407	2013.6	0.535236396074933	2010	0.425144245368965	2008.57142857143	0.517129928894635	2012.75	1.18492618492619	2006.90163934426	1.20634920634921	2012.31578947368	0.187617260787992	2018	0	1991	0.747238466536712	2007.91304347826	1.79968701095462	2012.60869565217	0.964187327823691	2013.28571428571	0	1992	0.158227848101266	2017	0.53898670499461	2013.2	1.0593220338983	2014	0	1995	0.0772200772200772	2017.5	0.224994886479853	2011.18181818182	0.116822429906542	2000	0.934579439252336	2008	1.65605095541401	2004.46153846154	0.309597523219814	2017	0.321027287319422	2017.5	0.649350649350649	2017	0	1990
wilkins ice shelf	-0.3673	-0.2556	3	11	33	0.05370294599018	2011.71428571429	0.0819855407319073	2011.27272727273	0.0852930425246741	2010.71428571429	0.0936504963476306	2011.4	0.147492625368732	2017	0	1990.5	0	1993	0	1991	0.0646412411118293	2019	0.0388500388500388	2014	0	1991	0	1996	0	1991	0	1995	0.312989045383412	2013.5	0.0459136822773186	2015	0.4	2014	0	1995	0.0359324469996407	2012	0	1992	0	1995	0.0386100386100386	2017	0.122724483534465	2009.33333333333	0.116822429906542	2012	0	1990	0.127388535031847	2014	0	1990	0	1990	0	1990	0	1990
windmill islands	0.5523	0.3361	9	16	90	0.207139934533552	2004.27160493827	0.0298129239025117	2004.5	0.0487388814426709	2003.5	0.187300992695261	2001.9	0.0737463126843658	2016	0	1990.5	0	1993	0.0303674460977832	2001	0.193923723335488	2016	1.45687645687646	2003.90666666667	0	1991	0	1996	0	1991	0	1995	0.391236306729264	2002.2	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0.0386100386100386	2001	0.0613622417672326	2004	0	1990	0	1990	2.61146496815287	2002.12195121951	0	1990	0	1990	0	1990	0	1990
winter quarters bay	0.9865	-0.3058	10	3	9	0.0306873977086743	2000.25	0.0670790787806514	1999.33333333333	0	1992	0	1992	0.0737463126843658	1995	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0.158227848101266	2010	0.107797340998922	2003	0	1992	0	1995	0	1990	0	1990	0.116822429906542	1995	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
wood bay	1.099	-0.2125	5	5	19	0.0767184942716858	2003.23333333333	0.0298129239025117	2002	0	1992	0.112380595617157	2005	0.0737463126843658	2017	0.402010050251256	2006	0	1993	0.212572122684482	2004.85714285714	0	1996.5	0	1994	0	1991	0	1996	0	1991	0.454840805717999	2000.71428571429	0.0782472613458529	2002	0	1994	0	1992	0	1995	0.0359324469996407	2015	0	1992	0	1995	0	1990	0	1990	0	1990	0	1990	0	1990	1.23839009287926	2006	0	1990	0	1990	0	1990
wordie ice shelf	-0.596	-0.2365	3	7	19	0.0230155482815057	2007.44444444444	0.0223596929268838	2013.33333333333	0.0609236018033386	2000.8	0.0187300992695261	2018	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0.0388500388500388	2017.5	0	1991	0.187617260787992	2017	0	1991	0	1995	0	1992	0	1994	0.4	2018	0	1995	0	1991.5	0	1992	0	1995	0	1990	0.0818163223563101	1996.75	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
zavodovski island	-0.6091	0.0831	4	6	8	0.00767184942716858	2013.66666666667	0.0223596929268838	2013.66666666667	0.0243694407213354	2014.5	0	1992	0	1992	0	1990.5	0	1993	0	1991	0	1996.5	0	1994	0	1991	0	1996	0	1991	0	1995	0	1992	0	1994	0	1992	0	1995	0	1991.5	0	1992	0	1995	0	1990	0.0204540805890775	2013	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990	0	1990
