7	8	4.5473
7	12	0.5569
7	13	6.1212
7	17	6.6681
7	18	0.9061
7	22	10.2677
7	27	2.1349
7	30	5.6227
7	32	9.062
7	37	20.6169
7	38	3.0458
7	43	5.6978
7	44	13.8455
7	47	22.5701
7	49	6.5879
7	53	5.049
7	55	2.1972
7	57	2.0586
7	59	1.6528
7	60	3.2546
7	61	20.5896
7	63	20.2657
7	70	3.5689
7	74	168.1653
7	93	10.9514
7	101	4.3935
7	107	8.6396
7	110	9.5901
7	111	14.417
7	114	3.4536
7	115	6.8639
7	118	3.093
7	119	2.4416
7	122	1.2674
7	123	2.3382
7	126	20.4916
7	131	13.4062
7	132	10.0968
7	134	3.385
7	139	3.2942
7	143	2.5829
7	145	28.2417
8	12	2.4879
8	13	15.8233
8	17	2.4727
8	18	6.9633
8	22	4.3195
8	27	5.883
8	30	18.4764
8	32	11.5289
8	37	24.4987
8	38	6.3055
8	43	12.6204
8	44	20.2432
8	47	40.7221
8	49	8.2733
8	53	10.2871
8	55	1.004
8	57	0.2609
8	59	5.3239
8	60	3.3664
8	61	27.7363
8	63	2.0726
8	70	8.3794
8	74	165.9265
8	93	17.9303
8	101	8.4933
8	107	4.6365
8	110	20.7806
8	111	11.8773
8	114	6.5862
8	115	9.8408
8	118	6.4938
8	119	6.6657
8	122	7.2649
8	123	7.8461
8	126	24.3988
8	131	16.2477
8	132	13.7077
8	134	0.5526
8	139	6.6741
8	143	4.5292
8	145	17.9519
12	13	3.2229
12	17	1.4177
12	18	3.4091
12	22	2.0694
12	27	1.2661
12	30	3.9509
12	32	1.4487
12	37	3.4253
12	38	4.4301
12	43	10.0497
12	44	9.4538
12	47	7.4326
12	49	0.9815
12	53	2.098
12	55	0.7872
12	57	0.1269
12	59	1.0514
12	60	1.525
12	61	8.3592
12	63	0.5
12	70	7.0538
12	74	193.5731
12	93	2.0869
12	101	0.9173
12	107	0.9588
12	110	11.1419
12	111	4.0269
12	114	1.9068
12	115	33.3496
12	118	0.2995
12	119	1.2715
12	122	2.3482
12	123	0.7552
12	126	1.5433
12	131	5.2863
12	132	4.7162
12	134	0.1111
12	139	1.3568
12	143	12.9354
12	145	7.3111
13	17	4.0581
13	18	6.6849
13	22	8.3915
13	27	7.5323
13	30	17.1166
13	32	16.7376
13	37	43.7359
13	38	7.4658
13	43	17.63
13	44	32.1438
13	47	36.8407
13	49	14.3974
13	53	11.3844
13	55	3.2175
13	57	1.3849
13	59	9.4787
13	60	7.345
13	61	39.7063
13	63	2.9742
13	70	5.7294
13	74	197.5676
13	93	35.9318
13	101	11.6361
13	107	8.3998
13	110	24.2838
13	111	17.8127
13	114	10.5399
13	115	9.8724
13	118	7.3004
13	119	7.9896
13	122	5.6156
13	123	9.4332
13	126	32.3176
13	131	27.9819
13	132	18.9979
13	134	1.5937
13	139	8.7894
13	143	5.9553
13	145	27.8589
17	18	1.3692
17	22	3.7866
17	27	1.2147
17	30	1.3649
17	32	6.5
17	37	9.9534
17	38	0.6802
17	43	3.0915
17	44	10.3678
17	47	12.712
17	49	2.3923
17	53	1.6246
17	55	2.3746
17	57	0.2158
17	59	0.9789
17	60	1.2759
17	61	8.6936
17	63	3.3028
17	70	1.7294
17	74	52.4647
17	93	4.5022
17	101	1.2716
17	107	4.1164
17	110	6.9013
17	111	9.2351
17	114	2.1777
17	115	3.9465
17	118	1.6302
17	119	2.7376
17	122	0.3131
17	123	1.5376
17	126	7.3426
17	131	3.0413
17	132	5.2332
17	134	0.8573
17	139	3.9892
17	143	0.4396
17	145	15.0181
18	22	1.1303
18	27	6.5859
18	30	11.6115
18	32	3.7722
18	37	9.2191
18	38	4.833
18	43	4.262
18	44	10.5806
18	47	13.5328
18	49	6.1634
18	53	9.6152
18	55	2.3767
18	57	0.1484
18	59	3.163
18	60	2.322
18	61	14.7017
18	63	0.975
18	70	6.4836
18	74	59.7434
18	93	10.853
18	101	3.3238
18	107	2.5037
18	110	17.0049
18	111	6.2891
18	114	11.4649
18	115	7.9723
18	118	1.2535
18	119	5.1158
18	122	7.7468
18	123	6.0121
18	126	9.7836
18	131	10.5261
18	132	7.6503
18	134	0.2699
18	139	6.1287
18	143	6.7701
18	145	7.7793
22	27	1.9612
22	30	7.2792
22	32	8.216
22	37	18.1553
22	38	5.3211
22	43	7.6036
22	44	10.6411
22	47	18.8001
22	49	3.3243
22	53	4.0443
22	55	2.5055
22	57	1.0205
22	59	3.6168
22	60	4.7498
22	61	12.9724
22	63	4.3992
22	70	3.3578
22	74	144.8762
22	93	10.0037
22	101	5.2648
22	107	7.5216
22	110	13.6537
22	111	3.9046
22	114	2.3596
22	115	6.8816
22	118	3.6115
22	119	0.9351
22	122	1.5617
22	123	2.0081
22	126	9.1641
22	131	13.3807
22	132	6.8724
22	134	1.381
22	139	2.481
22	143	1.3648
22	145	30.8404
27	30	12.1307
27	32	5.8783
27	37	10.2649
27	38	10.4665
27	43	6.786
27	44	10.7722
27	47	14.2541
27	49	8.6741
27	53	11.75
27	55	0.5778
27	57	0.6567
27	59	3.8872
27	60	5.6276
27	61	20.6395
27	63	1.0906
27	70	6.6446
27	74	61.1147
27	93	9.0333
27	101	3.7237
27	107	1.229
27	110	16.0851
27	111	9.8015
27	114	12.0575
27	115	5.9365
27	118	2.2869
27	119	11.5259
27	122	7.9177
27	123	11.6289
27	126	16.7092
27	131	9.4224
27	132	5.2998
27	134	0.1776
27	139	7.257
27	143	5.1719
27	145	9.9426
30	32	11.4978
30	37	29.6689
30	38	13.0361
30	43	12.8755
30	44	23.5582
30	47	34.2833
30	49	12.2369
30	53	22.0623
30	55	0.7573
30	57	1.8738
30	59	7.3508
30	60	5.2048
30	61	29.0231
30	63	3.3146
30	70	14.4211
30	74	212.6866
30	93	19.1259
30	101	8.3212
30	107	6.0823
30	110	40.2126
30	111	11.4381
30	114	15.6649
30	115	16.2074
30	118	3.4533
30	119	9.5238
30	122	24.166
30	123	11.3269
30	126	20.744
30	131	21.0617
30	132	14.1134
30	134	0.3409
30	139	11.655
30	143	10.4311
30	145	18.7271
32	37	28.6024
32	38	21.8633
32	43	35.8934
32	44	21.2767
32	47	38.1929
32	49	10.6684
32	53	8.9564
32	55	1.6659
32	57	3.3155
32	59	7.4851
32	60	5.1396
32	61	24.9568
32	63	3.0949
32	70	15.0499
32	74	213.6307
32	93	20.1518
32	101	30.9262
32	107	6.2585
32	110	18.7415
32	111	15.7609
32	114	8.0217
32	115	10.2415
32	118	6.5443
32	119	3.9849
32	122	3.1386
32	123	6.838
32	126	24.1047
32	131	48.8849
32	132	12.8469
32	134	0.617
32	139	5.711
32	143	2.684
32	145	22.1103
37	38	17.3915
37	43	33.398
37	44	67.0775
37	47	78.5389
37	49	28.7729
37	53	19.3849
37	55	10.0781
37	57	6.0188
37	59	13.1707
37	60	10.8123
37	61	76.276
37	63	6.7436
37	70	13.14
37	74	600.2524
37	93	59.8131
37	101	24.847
37	107	16.1933
37	110	54.7172
37	111	27.7098
37	114	21.8514
37	115	27.4721
37	118	19.118
37	119	10.8455
37	122	7.1762
37	123	13.3882
37	126	70.6712
37	131	49.6165
37	132	37.0822
37	134	1.3695
37	139	15.6655
37	143	10.4753
37	145	64.7916
38	43	37.2433
38	44	12.781
38	47	20.6613
38	49	5.662
38	53	13.0448
38	55	0.2054
38	57	0.7642
38	59	5.5916
38	60	4.7091
38	61	12.5886
38	63	1.2394
38	70	50.8379
38	74	196.7302
38	93	7.7533
38	101	19.9325
38	107	1.6877
38	110	22.2005
38	111	6.8056
38	114	8.6903
38	115	17.0327
38	118	4.1214
38	119	4.6567
38	122	7.9789
38	123	9.1795
38	126	14.1659
38	131	31.1823
38	132	7.9442
38	139	4.5563
38	143	3.7402
38	145	12.4743
43	44	27.3396
43	47	39.9175
43	49	13.3424
43	53	11.3118
43	55	1.7541
43	57	0.7905
43	59	6.4767
43	60	5.3603
43	61	27.8545
43	63	3.1064
43	70	24.3509
43	74	269.7313
43	93	22.8904
43	101	32.9901
43	107	6.8637
43	110	24.2654
43	111	11.8456
43	114	9.2567
43	115	17.357
43	118	5.556
43	119	5.3633
43	122	4.1517
43	123	7.1036
43	126	28.0534
43	131	47.9099
43	132	14.7907
43	134	0.6898
43	139	7.4361
43	143	3.7992
43	145	27.1904
44	47	71.5199
44	49	24.294
44	53	15.0429
44	55	3.0494
44	57	1.911
44	59	8.6167
44	60	8.862
44	61	73.8108
44	63	9.6022
44	70	15.1704
44	74	482.1639
44	93	38.2101
44	101	19.3042
44	107	11.1311
44	110	40.075
44	111	25.8843
44	114	17.3658
44	115	25.5661
44	118	9.8818
44	119	11.5986
44	122	6.869
44	123	10.5628
44	126	54.7888
44	131	35.5083
44	132	32.983
44	134	2.3554
44	139	18.9566
44	143	13.0809
44	145	55.754
47	49	27.1291
47	53	26.0306
47	55	6.4589
47	57	5.3317
47	59	11.526
47	60	11.6424
47	61	92.0309
47	63	14.5091
47	70	30.5844
47	74	880.7569
47	93	53.5954
47	101	25.9221
47	107	14.472
47	110	74.1444
47	111	30.7976
47	114	18.0576
47	115	35.8085
47	118	15.4761
47	119	12.7532
47	122	11.2918
47	123	16.2791
47	126	64.7944
47	131	55.8236
